create_at,order_id,customer_id,store_internal_id,product_name_en,product_name_ar,internal_store_id,product_internal_id,product_id,size_name_en,size_name_ar,price,full_price,coupon_code
"2025-05-24T13:04:12.645Z;240","","18","8","Turkey With Aubergine Sauce","الغربي نهاد","5202","3511","d9eaef6d-0b6f-487d-ad3a-6f954571c846","small","medium,large,veryLarge,verysmall","843769","1012522.7999999999","BQBprcet"
"2025-05-24T19:17:56.474Z;241","","8","15","Fig-infused Turkey Roast","الكراي بتول","6423","2197","6ed5a212-6af2-4a48-bd9b-572c392595bf","small","medium,large,veryLarge,verysmall","817993","981591.6","oGsaHwD"
"2025-05-23T21:51:10.011Z;242","","15","8","Inuit Horseradish Soup","تومي سعيد","1806","8272","5a430d6d-9bd3-4e91-ad96-f2fb380bcf73","small","medium,large,veryLarge,verysmall","285791","342949.2","oJiJmUDCJBt"
"2025-05-24T01:06:54.424Z;243","","14","18","Avocado And Prune Tart","بن حسين خلود","3472","460","5c2873f0-d655-4bf6-83e7-7f61758c3508","small","medium,large,veryLarge,verysmall","239657","287588.39999999997","oGsaHwD"
"2025-05-24T18:14:09.641Z;244","","13","24","Cumin-crusted Lamb","بلسم النجار","2866","5804","ebf8dcde-c7dc-430f-bd0e-962125a89c67","medium,large,veryLarge,verysmall","small","4429","5314.8","iANkXIATuBzEog"
"2025-05-24T12:19:13.748Z;245","","13","25","Pho","المدقي ريم","7373","2981","60775224-1072-4bbd-a7fc-ab0148998e7c","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","896657","1075988.4","wbJhXfEu"
"2025-05-24T14:45:21.658Z;246","","10","15","Bok Choy Salad","ريم عطالله","1274","4224","47cf7211-6562-4984-92fd-31ce5e938f55","medium,large,veryLarge,verysmall","small","806283","967539.6","pvffpatCwLZe"
"2025-05-24T13:31:46.374Z;247","","6","2","Olive Pie","خلود بن عبد الكريم","1082","197","5539349f-1fe7-40d4-8a86-e97a289479a0","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","702346","842815.2","LzNvZRMtZQum"
"2025-05-24T12:22:16.368Z;248","","20","6","Pasta And Beans","بن عمر عزيز","809","3099","92d74240-eefa-4049-8b2b-3f05de1246fa","small","medium,large,veryLarge,verysmall","93572","112286.4","LzNvZRMtZQum"
"2025-05-24T16:19:18.744Z;249","","14","3","Tacos","العلاني بلسم","1053","1006","e835664b-06b5-4d8b-8da7-3d72e4c35476","small","small","793176","951811.2","wbJhXfEu"
"2025-05-24T04:28:07.725Z;250","","2","6","Pasta And Beans","فاطمه الشريف","4068","8639","8e8edf39-0588-44a3-b38a-2f78a990b77b","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","718439","862126.7999999999","LzNvZRMtZQum"
"2025-05-23T21:46:13.736Z;251","","18","4","Sweet Ostrich With Okra","السقاط محرز","1214","2540","178f3e65-1529-4455-9f87-db01d42e7082","medium,large,veryLarge,verysmall","small","465884","559060.7999999999","SPDWHurIluYJ"
"2025-05-24T09:05:59.087Z;252","","15","21","Ebiten Maki","سويس عوضية","6623","3670","19a5c24d-00d1-4a2c-9590-08e18990f41e","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","248794","298552.8","pMSmiTd"
"2025-05-24T17:03:21.828Z;253","","14","13","Poke","الغربي فاطمه","1453","6651","5e432d99-6d5e-4a0b-aa67-ef5e1a2fd980","medium,large,veryLarge,verysmall","small","505659","606790.7999999999","ChNpTgCsqzzxCv"
"2025-05-24T19:30:44.881Z;254","","7","19","Pasta With Tomato And Basil","النخلي عوضية","7404","934","c2ac07f7-61e9-4e51-8761-6c9dc70e5426","medium,large,veryLarge,verysmall","small","854320","1025184","SPDWHurIluYJ"
"2025-05-23T21:27:40.030Z;255","","13","26","Seafood Paella","العلايمي فاطمه","921","9965","d08e7570-9c82-4dbb-aed4-a3c956e9f503","medium,large,veryLarge,verysmall","small","131085","157302","BQBprcet"
"2025-05-24T03:19:28.582Z;256","","2","8","Cinnamon And Pigeon Pie","الأشراف سامر","1308","4248","20e3e3ca-be05-4f73-af75-c9b4022e183f","medium,large,veryLarge,verysmall","small","965926","1159111.2","iANkXIATuBzEog"
"2025-05-24T20:53:17.543Z;257","","12","1","Pork Belly Buns","خلود سعيد","9313","5646","c7e4c00e-13ef-43ee-8b39-a0b56c630590","small","small","970928","1165113.5999999999","iANkXIATuBzEog"
"2025-05-24T01:00:26.385Z;258","","18","26","Tamil Lemongrass Soup","بن عمر نوف","1769","5121","cb2499cc-6e04-4533-83ba-66693c266e6d","small","medium,large,veryLarge,verysmall","860878","1033053.6","SPDWHurIluYJ"
"2025-05-24T05:48:38.437Z;259","","9","12","German Chamomile-rubbed Beef Salad","براءة الكافي","9246","4176","58400d45-eb3a-43b4-ab3a-1a1d856458a4","small","medium,large,veryLarge,verysmall","148365","178038","iANkXIATuBzEog"
"2025-05-24T13:59:27.925Z;260","","20","11","Meatballs With Sauce","المنيف ديسم","2797","9838","f799487e-8bb1-424f-b7e8-570bf7c4b5ab","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","265267","318320.39999999997","iANkXIATuBzEog"
"2025-05-24T07:44:32.450Z;261","","17","13","Arepas","بروفيسور خلود العواني","642","5085","ab8bbb09-d5f4-4dd7-981b-a19ca650527a","small","small","749509","899410.7999999999","LzNvZRMtZQum"
"2025-05-24T13:48:04.114Z;262","","11","4","Pasta And Beans","الكافي رابح","6052","7775","2f4dd07a-f6a9-45dc-9127-08247029c754","small","medium,large,veryLarge,verysmall","271487","325784.39999999997","ChNpTgCsqzzxCv"
"2025-05-24T19:54:57.795Z;263","","13","25","Rabbit Steak","بدر العنابي","5335","5341","bcf9499d-3c0b-44de-8b28-b44661c4b038","small","medium,large,veryLarge,verysmall","944106","1132927.2","LzNvZRMtZQum"
"2025-05-24T14:20:37.997Z;264","","12","17","Meatballs With Sauce","خلود همدان","1617","9806","27de79dc-d0e7-430e-bf7f-18d9725e21a8","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","287245","344694","SPDWHurIluYJ"
"2025-05-24T07:19:04.563Z;265","","13","3","Sesame Seed-rubbed Beef Salad","عنود الدنوني","9722","4751","4e2ade08-f3f1-4186-946e-1bd6e3c0ed7f","small","small","760510","912612","pMSmiTd"
"2025-05-24T05:09:50.427Z;266","","1","1","Kebab","وليد العطار","8537","7151","74536ef9-4eaf-4444-8093-7d1afea83623","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","611529","733834.7999999999","pvffpatCwLZe"
"2025-05-24T04:30:18.717Z;267","","8","4","Pork Sausage Roll","النفطي مرسي","8998","526","a61497d7-5abf-43bf-8b66-1be11738e12b","small","small","813071","975685.2","wbJhXfEu"
"2025-05-23T20:55:15.273Z;268","","12","26","Pizza","عوضية همدان","7659","7082","b942229d-37f7-4726-8523-4c2a87db5489","small","small","843587","1012304.3999999999","pvffpatCwLZe"
"2025-05-24T07:07:52.068Z;269","","14","4","Arepas","بروفيسور رابح جابالله","9070","6622","992244f8-5d5b-4654-b3b1-115066bb7eb2","medium,large,veryLarge,verysmall","small","398522","478226.39999999997","BQBprcet"
"2025-05-24T08:32:07.999Z;270","","15","3","Poke","جاوحدو مراد","5733","652","f5b699c9-44c2-4b4f-b543-f1f35589bd10","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","887227","1064672.4","wbJhXfEu"
"2025-05-24T14:09:53.778Z;271","","7","15","French Toast","باسم الغربي","8832","6437","d4d1ee52-681d-4186-9b65-fbdb110567c5","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","331037","397244.39999999997","iANkXIATuBzEog"
"2025-05-24T05:41:30.878Z;272","","4","4","Iceberg Lettuce Salad","الأشراف زاهر","8282","6756","bd96e312-9fbd-4d7c-8e9c-36b4b1b92f94","small","medium,large,veryLarge,verysmall","913406","1096087.2","pMSmiTd"
"2025-05-24T04:34:17.356Z;273","","2","15","Fish And Chips","محرز جابالله","3381","8961","c552ff3c-2d76-4dc3-8af4-a417404a7b0d","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","131889","158266.8","iANkXIATuBzEog"
"2025-05-23T22:17:55.704Z;274","","13","6","Fish Sauce-infused Salmon","نوف العلاني","5351","2497","6731f385-1b89-4d58-9c53-822893b84db7","small","medium,large,veryLarge,verysmall","790465","948558","oJiJmUDCJBt"
"2025-05-24T07:18:39.615Z;275","","4","12","Olive And Currant Tart","براءة الشريف","5822","1977","91856755-147b-4f2a-8c38-24e9bd50991c","small","small","562871","675445.2","SPDWHurIluYJ"
"2025-05-23T21:08:33.590Z;276","","1","12","Caprese Salad","الأشراف قدري","1327","5910","7b662344-30ea-416b-bc57-97690742509a","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","730440","876528","pvffpatCwLZe"
"2025-05-23T21:43:57.609Z;277","","20","22","Pasta Carbonara","دكتور نوف عنون","8241","3788","431137fd-66f8-42ab-89c3-63d6b5a13db4","small","medium,large,veryLarge,verysmall","55774","66928.8","oGsaHwD"
"2025-05-24T06:57:42.554Z;278","","6","6","Hummus","ريم لخشين","9905","8104","8ac10c07-10ad-4d5b-ba62-d78568f40532","small","small","364385","437262","oGsaHwD"
"2025-05-24T04:24:56.789Z;279","","10","19","Kebab","عنود زقية","5084","8606","a72134b3-4a48-4a80-8eb4-9c22b635b6ad","small","medium,large,veryLarge,verysmall","238003","285603.6","wbJhXfEu"
"2025-05-24T00:13:05.989Z;280","","15","21","Cauliflower Penne","رنيم المنيف","3212","5933","0935211c-aee8-402f-a960-98d794a0193f","small","medium,large,veryLarge,verysmall","535821","642985.2","oJiJmUDCJBt"
"2025-05-24T05:55:53.244Z;281","","5","20","Iceberg Lettuce Salad","مروان الشيباني","287","161","29fedeb1-16f4-4fa2-8222-8e2dc16a3d09","small","medium,large,veryLarge,verysmall","904836","1085803.2","SPDWHurIluYJ"
"2025-05-24T03:04:28.443Z;282","","19","22","Ricotta Stuffed Ravioli","زقية محجوب","5121","1880","6ed284c4-665e-4496-bb48-638265a46412","medium,large,veryLarge,verysmall","small","912489","1094986.8","BQBprcet"
"2025-05-24T20:51:01.227Z;283","","4","14","Chicken Parm","ابراهيم بن عمر","5390","6149","2ece4c8e-a779-4943-a34e-70d9f28ad418","small","medium,large,veryLarge,verysmall","569164","682996.7999999999","LzNvZRMtZQum"
"2025-05-24T18:09:52.182Z;284","","10","21","Pho","بروفيسور حلمي فقوسة","2832","589","7590573e-cf0d-432c-a24d-32922bca1ba2","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","378211","453853.2","pMSmiTd"
"2025-05-24T12:24:35.444Z;285","","7","24","Som Tam","جراد سعد","7140","6949","faab2bf1-3b4d-4932-9621-94b1abf04b11","small","medium,large,veryLarge,verysmall","750150","900180","oJiJmUDCJBt"
"2025-05-24T20:06:07.934Z;286","","4","8","Sprout-infused Lamb Roast","الزوابي أكرم","7450","6909","35d305b3-386c-41ae-a14f-9cdbac8b07ea","small","medium,large,veryLarge,verysmall","136924","164308.8","ChNpTgCsqzzxCv"
"2025-05-24T06:14:26.343Z;287","","4","14","Yogurt-infused Venison","العطار منصور","6195","1906","c7c49da7-98f5-4aa9-9436-f666c5077992","medium,large,veryLarge,verysmall","small","506388","607665.6","LzNvZRMtZQum"
"2025-05-24T14:38:49.940Z;288","","15","9","Bruschette With Tomato","الوحيشي ريم","333","2398","34520e49-a636-4b0e-ae33-a0c156a9d964","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","395220","474264","pvffpatCwLZe"
"2025-05-24T15:16:24.993Z;289","","19","24","Creamy Punjabi Stew","عظومة واصف","7183","781","1e6019d5-1737-44b9-84ca-d69876a66757","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","616529","739834.7999999999","SPDWHurIluYJ"
"2025-05-23T21:11:55.437Z;290","","14","1","Kim's Special Butter","سليم همدان","9554","9061","6aa541d4-bd79-4284-a520-5f79f372224c","small","medium,large,veryLarge,verysmall","790915","949098","SPDWHurIluYJ"
"2025-05-24T20:22:57.884Z;291","","8","8","Tiramisù","العواني عوضية","1495","9875","5380371d-5c3b-4c04-a91a-df5e0be3a40b","small","small","29998","35997.6","LzNvZRMtZQum"
"2025-05-23T21:32:21.882Z;292","","2","24","Carob Carrot And Pork Pie","الوحيشي بلسم","6446","781","1c2c33a3-1855-4f65-bc5e-e7b20987ec89","small","small","372770","447324","pMSmiTd"
"2025-05-24T20:47:43.876Z;293","","6","8","Lasagne","العطار فاروق","5515","9321","49b3eff9-87bc-4223-91ea-e34856367fe5","small","medium,large,veryLarge,verysmall","133536","160243.19999999998","iANkXIATuBzEog"
"2025-05-24T05:06:07.017Z;294","","9","25","Smoky Lamb With Onion","خلود تومي","2377","4341","278c907f-7275-4c5c-a8ad-2a990c74069d","medium,large,veryLarge,verysmall","small","576409","691690.7999999999","iANkXIATuBzEog"
"2025-05-24T19:31:22.276Z;295","","7","6","Lamb With Mandarin Sauce","بتول الصغير","3980","5114","a5bad77d-b84c-4367-84de-c3f49212f456","medium,large,veryLarge,verysmall","small","881721","1058065.2","oGsaHwD"
"2025-05-24T04:39:22.364Z;296","","7","19","Potato Flour-infused Quail","جراد فتحي","3791","2946","67744753-77d0-4978-8dee-c8b292de262d","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","878737","1054484.4","wbJhXfEu"
"2025-05-24T01:11:32.704Z;297","","11","13","Massaman Curry","بنسلامة خلدون","3647","7390","f9e7aa08-2446-4410-8fb9-9d4e2db0fe57","small","small","479092","574910.4","BQBprcet"
"2025-05-24T09:07:45.627Z;298","","3","25","Starfruit-infused Salmon Roast","همدان نديم","4925","7172","4e2514f6-637a-45e7-b5a1-9a3b48d7b3c5","small","small","982007","1178408.4","pMSmiTd"
"2025-05-24T18:50:01.656Z;299","","20","16","Grape And Lemon Tart","بن عثمان بتول","2434","7199","e4a6a3ee-f5aa-47d6-ab44-835ec98b78a7","small","medium,large,veryLarge,verysmall","32272","38726.4","oJiJmUDCJBt"
"2025-05-24T00:35:31.716Z;300","","20","8","Poutine","نزار عظومة","5332","2745","66d8696f-2d75-43cf-9d82-1c7cc62d1305","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","80590","96708","oJiJmUDCJBt"
"2025-05-24T20:47:28.425Z;301","","8","5","Stinky Tofu","نوف بن عبدالله","418","3026","bd1fbbbf-0733-434d-8503-7b4b714d516e","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","604990","725988","oGsaHwD"
"2025-05-23T23:45:38.653Z;302","","12","21","Feijoa-glazed Turkey Skewers","صهيب الحمامي","5310","8280","cd91fa0a-bb51-4397-8ea6-75f41e529359","medium,large,veryLarge,verysmall","small","627713","753255.6","oGsaHwD"
"2025-05-23T22:25:47.770Z;303","","13","20","Anise Star-rubbed Salmon Salad","القلال اروي","3727","7298","ada06d18-39ed-49e1-ad94-3d066e4fea49","small","medium,large,veryLarge,verysmall","172334","206800.8","BQBprcet"
"2025-05-24T04:45:21.508Z;304","","8","18","Pasta And Beans","عاشور خنفير","171","2858","efb4af11-ec49-4a7e-9665-975aa6df7321","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","229266","275119.2","iANkXIATuBzEog"
"2025-05-24T07:48:52.369Z;305","","4","10","Arepas","راشد جاوحدو","8814","8743","ad8f2543-6a2b-4cb9-82bd-b23b01ea0bc8","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","487248","584697.6","ChNpTgCsqzzxCv"
"2025-05-24T04:43:52.498Z;306","","15","9","Arepas","بروفيسور ريم النابلي","9463","7362","da1f5642-010d-44c6-b774-1dc1b66f3283","medium,large,veryLarge,verysmall","small","207710","249252","BQBprcet"
"2025-05-24T17:16:27.635Z;307","","19","17","Mushroom Risotto","الحمامي عنود","9013","3888","59cda401-c342-4ff8-9d05-17b856ba6c47","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","865330","1038396","pMSmiTd"
"2025-05-24T10:40:40.236Z;308","","10","22","Lemon Pepper-rubbed Rabbit Salad","عظومة ناصح","687","6524","8a0141ec-820d-439f-919a-28b91392177f","medium,large,veryLarge,verysmall","small","237943","285531.6","pvffpatCwLZe"
"2025-05-24T16:27:59.997Z;309","","4","10","Ebiten Maki","سيد حبيب العلاني","4562","6798","3d46f0ce-5e09-4d37-b8f0-f659de00bd9a","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","495949","595138.7999999999","SPDWHurIluYJ"
"2025-05-24T18:19:18.647Z;310","","3","15","German Shiitake Mushrooms Soup","بلسم شقرون","3079","4932","6efed985-ada6-458f-a8e2-7bad59317690","medium,large,veryLarge,verysmall","small","704323","845187.6","wbJhXfEu"
"2025-05-24T02:35:06.908Z;311","","18","13","Kebab","بن حسين نوف","6047","1787","d48d4970-3dbf-4cd5-a44a-6549721f3f0d","small","small","49809","59770.799999999996","oGsaHwD"
"2025-05-23T21:41:50.498Z;312","","2","23","Peking Duck","عطالله بلسم","9714","6474","2c0bfb35-3aa6-45a9-a7c3-43c2de3ad8eb","small","small","12923","15507.599999999999","iANkXIATuBzEog"
"2025-05-24T18:19:45.402Z;313","","12","17","Almonds-infused Quail","القلال نوف","6005","8230","7bd9572c-2830-4549-bc6d-7ffd03dbf8d4","small","medium,large,veryLarge,verysmall","529542","635450.4","ChNpTgCsqzzxCv"
"2025-05-23T23:15:02.006Z;314","","10","8","Som Tam","بلسم خنفير","1140","531","de5772ec-b72e-4812-9abf-7cbbbb06970c","small","small","910236","1092283.2","ChNpTgCsqzzxCv"
"2025-05-24T00:09:22.961Z;315","","13","7","Fettuccine Alfredo","شكيب القلال","8325","8640","fa58a30c-697b-4347-9895-dd9f1d730519","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","478453","574143.6","oGsaHwD"
"2025-05-24T20:01:44.325Z;316","","20","17","Guava Pie","الدرقاش بركات","2993","9715","8bd50785-fa1e-46eb-adad-894bbd5631e8","small","small","44661","53593.2","oGsaHwD"
"2025-05-24T03:09:08.644Z;317","","11","22","Kangaroo Steak","بن حمودة ريم","8478","5432","71c59c1c-a7a9-4cab-b160-3b03083a0fee","small","small","238518","286221.6","oJiJmUDCJBt"
"2025-05-24T20:48:52.800Z;318","","15","21","Lasagne","سيد هاشم شقرون","8330","2623","cfab605d-8242-4da3-a8b0-95e0ff979b05","small","small","380705","456846","SPDWHurIluYJ"
"2025-05-24T16:41:12.287Z;319","","5","20","Arepas","القلشاني مرزوق","3863","5313","f088915b-e921-42ac-8d09-1e8fefa83230","small","medium,large,veryLarge,verysmall","23058","27669.6","ChNpTgCsqzzxCv"
"2025-05-24T09:11:21.534Z;320","","11","17","Papaw-glazed Emu Skewers","النابلي خلود","6377","9876","b80b5f6c-f297-4af2-8559-7d3330d61e1c","medium,large,veryLarge,verysmall","small","929825","1115790","ChNpTgCsqzzxCv"
"2025-05-24T01:54:40.069Z;321","","11","7","Cumin-crusted Ostrich","الرصاع خلود","2723","7425","7eea06ac-4ffd-43bc-90f7-f6966018c216","small","small","664212","797054.4","pMSmiTd"
"2025-05-24T16:27:24.901Z;322","","17","19","Deanna's Special Hokkien Noodles","المولدي عنود","2573","2418","de5da720-b929-4891-ab57-69e579ad72ca","small","small","56763","68115.59999999999","wbJhXfEu"
"2025-05-24T20:01:28.739Z;323","","3","4","Golden Duck With Hijiki","النجار يامن","9947","4777","07968ecb-9b01-424a-a30b-4aaf45729aab","medium,large,veryLarge,verysmall","small","500279","600334.7999999999","iANkXIATuBzEog"
"2025-05-24T04:12:12.677Z;324","","20","7","Teriyaki Chicken Donburi","الطريقي ريم","2408","4579","38e4c25b-741a-4506-ae60-ec9b2d809021","small","small","900059","1080070.8","pvffpatCwLZe"
"2025-05-24T20:28:18.211Z;325","","3","8","Seafood Paella","هذيل نوف","5827","6143","332b52eb-318f-4451-8a33-9a032dcc7207","small","small","853053","1023663.6","oGsaHwD"
"2025-05-24T20:20:46.980Z;326","","1","24","Pizza","نوف هذيل","69","4724","f15a2c65-aba6-4a57-b7ad-5398b0838740","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","285121","342145.2","iANkXIATuBzEog"
"2025-05-24T12:35:06.605Z;327","","18","12","Bush Tomato And Mandarin Tart","سيدة ريم القلشاني","8152","2852","a6de8a0c-1b86-4648-b129-4d46b0a8191c","medium,large,veryLarge,verysmall","small","580506","696607.2","BQBprcet"
"2025-05-24T16:09:38.921Z;328","","16","19","Cheeseburger","اروي الكافي","5915","3222","c9bc25d2-9043-4fd4-87a2-9c3df1232ee0","medium,large,veryLarge,verysmall","small","404748","485697.6","pvffpatCwLZe"
"2025-05-24T09:10:55.323Z;329","","11","15","Potatoes Salad","نوف الصفار","2630","8133","03704c7d-689b-426a-8d5e-189e6db7bff4","small","medium,large,veryLarge,verysmall","297980","357576","oGsaHwD"
"2025-05-24T11:40:49.625Z;330","","19","12","Linguine With Clams","حسان ادريس","7804","6417","26432f8b-d69a-4d01-93d1-a9b40bcc3a9f","medium,large,veryLarge,verysmall","small","47891","57469.2","wbJhXfEu"
"2025-05-24T19:11:33.538Z;331","","18","14","Dragonfruit-infused Turkey Roast","القلال عاشور","3821","2909","87188e3f-a8a6-464a-bfe3-23caa9baa761","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","711709","854050.7999999999","pvffpatCwLZe"
"2025-05-24T09:25:16.229Z;332","","2","16","Vegetable Soup","النجار عوضية","5201","5445","d7069ec1-6111-4f25-94a5-0294b7dd26e7","medium,large,veryLarge,verysmall","small","145654","174784.8","oJiJmUDCJBt"
"2025-05-24T00:19:27.015Z;333","","7","16","Sour Lebanese Stew","النجار حسون","8631","611","d13fae21-f96e-4dea-aec7-64d0e0ae0556","small","small","829388","995265.6","pvffpatCwLZe"
"2025-05-23T21:14:33.932Z;334","","14","15","Chilli Con Carne","بلسم العلايمي","3515","1020","5cbeba73-c5d5-494e-9db4-c3f9c388dee9","small","medium,large,veryLarge,verysmall","769125","922950","pvffpatCwLZe"
"2025-05-24T20:16:19.150Z;335","","1","1","Som Tam","سيف الع لويني","9755","6220","57fbde41-44ec-4f61-b30e-70303bbccb01","small","small","73958","88749.59999999999","pvffpatCwLZe"
"2025-05-24T03:50:22.501Z;336","","13","7","Kohlrabi Salad","آنسة نوف هذيل","9986","8599","1cb96b10-85a6-49f9-ad7f-ab59b6801d33","small","small","361602","433922.39999999997","pvffpatCwLZe"
"2025-05-24T09:17:24.287Z;337","","5","5","Spicy Pigeon With Chives","وجدي شقرون","8416","4364","f5dafbf2-8ddb-4236-b685-bf7c09f4dd08","small","small","647872","777446.4","BQBprcet"
"2025-05-24T13:43:38.496Z;338","","15","8","Philadelphia Maki","بن عاشور اروي","5415","6557","0c83b99a-b248-4809-8aff-945243dd9c10","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","718962","862754.4","pvffpatCwLZe"
"2025-05-24T12:23:25.426Z;339","","8","25","Chicken With Currant Sauce","ادريس جلال","8750","8937","348ec1f0-dbeb-460c-a341-36e3f5dda999","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","331861","398233.2","oGsaHwD"
"2025-05-24T07:43:46.191Z;340","","10","16","Lamb Steak","بن عبد السلام بتول","6669","4155","79943ec6-38a8-4e15-9f4c-5de1cedf106e","medium,large,veryLarge,verysmall","small","264858","317829.6","oJiJmUDCJBt"
"2025-05-24T14:00:07.876Z;341","","2","8","Smoky Beef With Broccolini","دكتور بتول الصغير","8771","7524","133149e8-2480-4e75-81c0-790abc051649","medium,large,veryLarge,verysmall","small","776877","932252.4","iANkXIATuBzEog"
"2025-05-24T03:56:34.781Z;342","","6","5","Goji Berry-infused Crocodile","بتول نيفر","6967","5253","5f3432ae-4726-4892-9a1b-3f1787912de8","medium,large,veryLarge,verysmall","small","303772","364526.39999999997","pMSmiTd"
"2025-05-24T18:56:18.944Z;343","","19","18","Som Tam","عوضية الشريف","6178","2298","749607c0-9f7f-43f7-b138-e2748da0fc5e","small","small","634425","761310","iANkXIATuBzEog"
"2025-05-24T02:57:50.152Z;344","","10","21","Poutine","الخليفي فراس","5870","8973","d3edf735-ca8d-4aed-85dc-6b185ff825f6","medium,large,veryLarge,verysmall","small","83024","99628.8","pvffpatCwLZe"
"2025-05-24T09:06:03.886Z;345","","20","26","Watermelon-glazed Crocodile Skewers","بروفيسور فاطمه الرقيق","999","9054","28345393-3ea1-449e-8e99-26fa82796e20","small","small","506489","607786.7999999999","LzNvZRMtZQum"
"2025-05-24T20:30:17.704Z;346","","18","4","Pork Steak","جراد حطاب","6108","9362","e6044548-b55e-407d-8c29-f9a3e2dce237","medium,large,veryLarge,verysmall","small","929125","1114950","iANkXIATuBzEog"
"2025-05-23T21:30:51.048Z;347","","13","2","Poke","خلود النجار","1995","4826","118606d1-b2c6-4d1d-98bb-8baa7467555a","small","medium,large,veryLarge,verysmall","602116","722539.2","pvffpatCwLZe"
"2025-05-24T04:41:57.993Z;348","","4","11","Scotch Eggs","الرصاع ريم","7964","894","11084141-d115-47e9-a9f0-b75d128f498d","medium,large,veryLarge,verysmall","small","337318","404781.6","SPDWHurIluYJ"
"2025-05-24T01:40:36.180Z;349","","3","9","Peanuts-infused Lamb","ادريس نوف","955","1923","da29b32d-adf0-4b0d-9af5-f7ffd5a66e95","small","medium,large,veryLarge,verysmall","835559","1002670.7999999999","oGsaHwD"
"2025-05-24T08:53:13.849Z;350","","10","23","Scotch Eggs","بنسلامة صداح","4802","1224","f90d567d-aca3-4029-a7fa-1e1eed834e0d","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","395299","474358.8","pMSmiTd"
"2025-05-24T04:31:30.024Z;351","","17","21","Arnold's Special Parsnip","بن عثمان أمان","2675","2211","6ea246eb-01ad-436a-9cae-0c5a7102fb8c","small","small","332554","399064.8","wbJhXfEu"
"2025-05-24T06:44:49.420Z;352","","7","17","Pho","الكراي ريم","2591","7436","3b84c422-19b1-4657-a431-ed09c4fadb16","small","small","243989","292786.8","wbJhXfEu"
"2025-05-24T10:17:17.478Z;353","","13","18","Turnips Salad","بروفيسور زاهر هذيل","8682","157","9f1a44b7-2017-4bb8-b8d7-b20a9bdd3258","small","medium,large,veryLarge,verysmall","190062","228074.4","BQBprcet"
"2025-05-24T14:32:39.848Z;354","","9","10","Barbecue Ribs","السقا عنود","8269","7724","08eade49-f79c-4589-9e04-27ee02d1013e","small","small","218573","262287.6","oGsaHwD"
"2025-05-24T12:48:41.618Z;355","","13","13","California Maki","بروفيسور زيدون الرصاع","32","7080","d74c3df1-b3d2-40a1-861c-42dd5f03497d","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","615373","738447.6","LzNvZRMtZQum"
"2025-05-24T08:07:42.457Z;356","","9","5","Pasta And Beans","فاطمه زروق","4235","559","b45abf40-ba66-4cb5-af6c-77e89d601700","small","small","814418","977301.6","SPDWHurIluYJ"
"2025-05-24T00:41:27.512Z;357","","16","4","Sweet Venison With Swiss Chard","المدقي نوف","9797","8654","6d45a35f-4af0-45f4-8dcb-e52c9f7c20bc","medium,large,veryLarge,verysmall","medium,large,veryLarge,verysmall","59234","71080.8","iANkXIATuBzEog"
"2025-05-24T08:02:53.699Z;358","","2","5","Creamy Ostrich With Arugula","حارث النابلي","4370","8255","d8b631a9-acc0-473d-acad-e50e7985863a","small","medium,large,veryLarge,verysmall","458341","550009.2","iANkXIATuBzEog"
"2025-05-24T13:33:33.024Z;359","","9","8","Tiramisù","آنسة ريم بن عبدالله","671","6191","4baaebbc-dc3a-49dd-8dd5-7c9fe40bba7b","small","small","85794","102952.8","oGsaHwD"
