store_internal_id,rating_previous_day,number_of_raters,last_updated_at
"558","5","20","2025-05-24T13:54:21.642Z"
"559","5","20","2025-05-24T12:17:56.394Z"
"560","5","20","2025-05-24T02:16:22.700Z"
"561","5","20","2025-05-24T03:06:23.078Z"
"562","5","20","2025-05-24T05:33:04.522Z"
"563","5","20","2025-05-24T07:57:57.886Z"
"564","5","20","2025-05-23T20:56:30.012Z"
"565","5","20","2025-05-24T17:13:19.436Z"
"566","5","20","2025-05-24T14:54:06.333Z"
"567","5","20","2025-05-24T12:35:58.048Z"
"568","5","20","2025-05-24T00:13:13.645Z"
"569","5","20","2025-05-24T03:23:32.442Z"
"570","5","20","2025-05-24T01:42:58.390Z"
"571","5","20","2025-05-24T20:05:08.653Z"
"572","5","20","2025-05-24T17:58:53.836Z"
"573","5","20","2025-05-24T13:18:41.897Z"
"574","5","20","2025-05-24T10:37:18.186Z"
"575","5","20","2025-05-24T05:27:19.125Z"
"576","5","20","2025-05-24T08:42:01.159Z"
"577","5","20","2025-05-24T08:52:23.402Z"
"578","5","20","2025-05-24T18:44:59.428Z"
"579","5","20","2025-05-24T20:01:01.879Z"
"580","5","20","2025-05-24T17:54:23.752Z"
"581","5","20","2025-05-24T19:37:26.650Z"
"582","5","20","2025-05-23T22:44:54.819Z"
"583","5","20","2025-05-24T05:23:20.003Z"
"584","5","20","2025-05-24T12:41:02.621Z"
"585","5","20","2025-05-24T00:48:45.347Z"
"586","5","20","2025-05-24T13:12:50.324Z"
"587","5","20","2025-05-24T03:45:14.149Z"
"588","5","20","2025-05-24T09:09:35.137Z"
"589","5","20","2025-05-24T15:24:08.285Z"
"590","5","20","2025-05-24T15:28:13.412Z"
"591","5","20","2025-05-24T02:07:13.107Z"
"592","5","20","2025-05-24T08:38:57.999Z"
"593","5","20","2025-05-24T20:16:32.075Z"
"594","5","20","2025-05-24T18:26:18.899Z"
"595","5","20","2025-05-24T11:39:33.600Z"
"596","5","20","2025-05-23T23:16:05.709Z"
"597","5","20","2025-05-24T11:13:37.493Z"
"598","5","20","2025-05-24T01:24:37.713Z"
"599","5","20","2025-05-24T20:43:56.730Z"
"600","5","20","2025-05-24T04:02:33.015Z"
"601","5","20","2025-05-24T15:57:45.158Z"
"602","5","20","2025-05-24T01:08:25.541Z"
"603","5","20","2025-05-23T22:59:37.240Z"
"604","5","20","2025-05-24T15:30:46.119Z"
"605","5","20","2025-05-24T12:14:33.665Z"
"606","5","20","2025-05-24T13:53:11.521Z"
"607","5","20","2025-05-24T02:09:28.002Z"
"608","5","20","2025-05-24T13:22:51.365Z"
"609","5","20","2025-05-24T05:09:34.855Z"
"610","5","20","2025-05-23T21:49:35.204Z"
"611","5","20","2025-05-24T12:43:10.773Z"
"612","5","20","2025-05-24T03:02:06.634Z"
"613","5","20","2025-05-24T15:00:27.867Z"
"614","5","20","2025-05-24T10:01:07.969Z"
"615","5","20","2025-05-24T00:04:52.218Z"
"616","5","20","2025-05-24T14:38:09.692Z"
"617","5","20","2025-05-23T22:27:11.706Z"
"618","5","20","2025-05-24T00:44:09.674Z"
"619","5","20","2025-05-24T08:23:22.929Z"
"620","5","20","2025-05-24T06:35:26.337Z"
"621","5","20","2025-05-24T18:53:58.920Z"
"622","5","20","2025-05-24T05:06:50.172Z"
"623","5","20","2025-05-24T02:44:01.794Z"
"624","5","20","2025-05-24T12:46:53.709Z"
"625","5","20","2025-05-24T09:02:19.921Z"
"626","5","20","2025-05-23T21:00:32.878Z"
"627","5","20","2025-05-24T13:04:32.383Z"
"628","5","20","2025-05-24T20:32:30.026Z"
"629","5","20","2025-05-23T21:26:51.473Z"
"630","5","20","2025-05-23T23:44:28.390Z"
"631","5","20","2025-05-24T00:46:29.756Z"
"632","5","20","2025-05-24T16:24:37.402Z"
"633","5","20","2025-05-24T13:27:29.205Z"
"634","5","20","2025-05-24T10:47:56.971Z"
"635","5","20","2025-05-24T16:35:31.299Z"
"636","5","20","2025-05-24T11:33:35.827Z"
"637","5","20","2025-05-23T22:35:29.949Z"
"638","5","20","2025-05-24T01:25:36.361Z"
"639","5","20","2025-05-24T08:04:47.738Z"
"640","5","20","2025-05-24T10:34:09.342Z"
"641","5","20","2025-05-24T14:17:35.998Z"
"642","5","20","2025-05-24T00:27:54.362Z"
"643","5","20","2025-05-24T00:01:39.133Z"
"644","5","20","2025-05-24T06:40:16.627Z"
"645","5","20","2025-05-24T10:49:25.104Z"
"646","5","20","2025-05-24T18:21:02.138Z"
"647","5","20","2025-05-24T01:47:45.660Z"
"648","5","20","2025-05-24T13:49:41.663Z"
"649","5","20","2025-05-24T00:41:14.924Z"
"650","5","20","2025-05-24T08:57:36.283Z"
"651","5","20","2025-05-24T17:55:16.790Z"
"652","5","20","2025-05-24T03:25:08.304Z"
"653","5","20","2025-05-23T21:54:30.523Z"
"654","5","20","2025-05-24T00:58:48.457Z"
"655","5","20","2025-05-24T01:45:33.507Z"
"656","5","20","2025-05-23T22:19:50.644Z"
"657","5","20","2025-05-23T22:43:18.005Z"
"658","5","20","2025-05-24T19:05:06.242Z"
"659","5","20","2025-05-23T20:55:53.619Z"
"660","5","20","2025-05-24T16:50:53.023Z"
"661","5","20","2025-05-24T15:56:54.340Z"
"662","5","20","2025-05-24T11:20:02.490Z"
"663","5","20","2025-05-24T18:58:13.418Z"
"664","5","20","2025-05-23T21:32:53.716Z"
"665","5","20","2025-05-24T19:33:03.633Z"
"666","5","20","2025-05-24T19:18:51.274Z"
"667","5","20","2025-05-24T05:17:46.470Z"
"668","5","20","2025-05-24T05:59:19.152Z"
"669","5","20","2025-05-24T03:35:53.267Z"
"670","5","20","2025-05-24T08:56:11.804Z"
"671","5","20","2025-05-24T08:50:33.981Z"
"672","5","20","2025-05-24T05:13:43.875Z"
"673","5","20","2025-05-24T17:43:41.206Z"
"674","5","20","2025-05-24T07:30:38.470Z"
"675","5","20","2025-05-24T19:46:59.583Z"
"676","5","20","2025-05-24T01:46:11.825Z"
"677","5","20","2025-05-24T06:16:25.363Z"
"678","5","20","2025-05-24T10:41:19.285Z"
"679","5","20","2025-05-24T18:20:21.933Z"
"680","5","20","2025-05-23T23:25:34.702Z"
"681","5","20","2025-05-23T22:30:17.657Z"
"682","5","20","2025-05-24T03:21:29.179Z"
"683","5","20","2025-05-24T18:17:05.834Z"
"684","5","20","2025-05-24T05:29:31.275Z"
"685","5","20","2025-05-24T07:51:11.772Z"
"686","5","20","2025-05-24T09:26:42.132Z"
"687","5","20","2025-05-24T12:45:16.128Z"
"688","5","20","2025-05-24T11:54:55.978Z"
"689","5","20","2025-05-24T20:33:43.143Z"
"690","5","20","2025-05-24T19:02:03.069Z"
"691","5","20","2025-05-24T20:13:02.307Z"
"692","5","20","2025-05-24T17:49:27.100Z"
"693","5","20","2025-05-23T22:53:53.491Z"
"694","5","20","2025-05-23T23:04:37.335Z"
"695","5","20","2025-05-24T11:33:46.108Z"
"696","5","20","2025-05-24T11:01:38.118Z"
"697","5","20","2025-05-24T02:05:39.726Z"
"698","5","20","2025-05-24T10:18:17.883Z"
"699","5","20","2025-05-24T02:19:13.289Z"
"700","5","20","2025-05-24T07:16:00.359Z"
"701","5","20","2025-05-24T11:05:39.453Z"
"702","5","20","2025-05-24T05:16:43.326Z"
"703","5","20","2025-05-24T19:43:31.494Z"
"704","5","20","2025-05-24T06:27:05.186Z"
"705","5","20","2025-05-24T02:29:49.817Z"
"706","5","20","2025-05-24T18:48:14.150Z"
"707","5","20","2025-05-24T18:31:12.437Z"
"708","5","20","2025-05-24T18:49:14.909Z"
"709","5","20","2025-05-24T14:47:58.691Z"
"710","5","20","2025-05-24T05:18:16.270Z"
"711","5","20","2025-05-24T07:09:18.015Z"
"712","5","20","2025-05-24T17:15:16.044Z"
"713","5","20","2025-05-24T10:11:22.354Z"
"714","5","20","2025-05-24T06:06:57.086Z"
"715","5","20","2025-05-24T08:44:15.491Z"
"716","5","20","2025-05-24T13:50:21.047Z"
"717","5","20","2025-05-24T01:40:16.928Z"
"718","5","20","2025-05-24T08:24:29.468Z"
"719","5","20","2025-05-24T00:25:47.385Z"
"720","5","20","2025-05-24T14:28:43.861Z"
"721","5","20","2025-05-24T18:26:00.740Z"
"722","5","20","2025-05-23T23:47:32.157Z"
"723","5","20","2025-05-24T03:15:24.789Z"
"724","5","20","2025-05-24T07:30:41.622Z"
"725","5","20","2025-05-24T11:58:59.560Z"
"726","5","20","2025-05-24T08:03:22.215Z"
"727","5","20","2025-05-24T04:55:09.838Z"
"728","5","20","2025-05-24T09:59:45.361Z"
"729","5","20","2025-05-23T21:45:36.264Z"
"730","5","20","2025-05-24T09:35:28.116Z"
"731","5","20","2025-05-24T06:13:52.492Z"
"732","5","20","2025-05-24T02:01:51.468Z"
"733","5","20","2025-05-24T15:23:59.789Z"
"734","5","20","2025-05-24T01:50:54.411Z"
"735","5","20","2025-05-24T09:43:33.448Z"
"736","5","20","2025-05-24T06:03:45.510Z"
"737","5","20","2025-05-24T04:06:32.108Z"
"738","5","20","2025-05-24T16:27:45.769Z"
"739","5","20","2025-05-24T18:30:23.323Z"
"740","5","20","2025-05-23T23:34:05.980Z"
"741","5","20","2025-05-24T08:47:50.978Z"
"742","5","20","2025-05-24T12:36:59.466Z"
"743","5","20","2025-05-24T11:47:23.726Z"
"744","5","20","2025-05-24T03:46:32.296Z"
"745","5","20","2025-05-24T11:13:05.378Z"
"746","5","20","2025-05-24T07:47:16.717Z"
"747","5","20","2025-05-24T11:16:49.082Z"
"748","5","20","2025-05-24T04:36:48.873Z"
"749","5","20","2025-05-24T19:58:39.443Z"
"750","5","20","2025-05-24T07:15:53.983Z"
"751","5","20","2025-05-24T00:44:43.421Z"
"752","5","20","2025-05-24T04:41:06.567Z"
"753","5","20","2025-05-24T07:50:54.367Z"
"754","5","20","2025-05-24T04:56:36.988Z"
"755","5","20","2025-05-24T06:06:29.927Z"
"756","5","20","2025-05-24T00:40:51.833Z"
"757","5","20","2025-05-24T06:06:31.786Z"
"758","5","20","2025-05-24T17:48:34.304Z"
"759","5","20","2025-05-23T21:48:28.940Z"
"760","5","20","2025-05-24T16:24:52.678Z"
"761","5","20","2025-05-24T17:44:52.315Z"
"762","5","20","2025-05-24T19:31:14.161Z"
"763","5","20","2025-05-23T21:36:58.168Z"
"764","5","20","2025-05-23T23:02:36.095Z"
"765","5","20","2025-05-24T07:03:28.282Z"
"766","5","20","2025-05-24T07:51:09.656Z"
"767","5","20","2025-05-24T02:09:57.923Z"
"768","5","20","2025-05-24T02:58:53.442Z"
"769","5","20","2025-05-24T03:44:33.569Z"
"770","5","20","2025-05-24T14:22:39.355Z"
"771","5","20","2025-05-24T01:27:52.340Z"
"772","5","20","2025-05-24T20:12:48.528Z"
"773","5","20","2025-05-24T06:53:20.644Z"
"774","5","20","2025-05-24T05:27:41.387Z"
"775","5","20","2025-05-24T12:21:39.757Z"
"776","5","20","2025-05-24T04:11:08.458Z"
"777","5","20","2025-05-23T22:29:52.887Z"
"778","5","20","2025-05-24T15:31:41.197Z"
"779","5","20","2025-05-24T04:54:38.667Z"
"780","5","20","2025-05-24T19:58:43.840Z"
"781","5","20","2025-05-24T17:49:30.411Z"
"782","5","20","2025-05-24T07:54:49.249Z"
"783","5","20","2025-05-24T03:07:38.309Z"
"784","5","20","2025-05-24T05:33:10.372Z"
"785","5","20","2025-05-24T07:21:59.118Z"
"786","5","20","2025-05-24T16:27:55.723Z"
"787","5","20","2025-05-24T20:54:17.788Z"
"788","5","20","2025-05-24T09:00:04.342Z"
"789","5","20","2025-05-24T05:03:04.045Z"
"790","5","20","2025-05-24T11:49:24.213Z"
"791","5","20","2025-05-24T08:21:10.296Z"
"792","5","20","2025-05-24T16:28:23.744Z"
"793","5","20","2025-05-23T22:28:54.812Z"
"794","5","20","2025-05-24T17:24:04.248Z"
"795","5","20","2025-05-24T03:43:50.756Z"
"796","5","20","2025-05-24T00:08:06.030Z"
"797","5","20","2025-05-23T21:59:24.549Z"
"798","5","20","2025-05-24T00:30:09.459Z"
"799","5","20","2025-05-24T11:17:55.566Z"
"800","5","20","2025-05-24T04:51:27.430Z"
"801","5","20","2025-05-24T16:37:29.469Z"
"802","5","20","2025-05-24T08:04:24.678Z"
"803","5","20","2025-05-23T21:52:05.244Z"
"804","5","20","2025-05-24T18:32:23.220Z"
"805","5","20","2025-05-23T21:30:15.468Z"
"806","5","20","2025-05-24T13:04:31.757Z"
"807","5","20","2025-05-24T06:03:27.447Z"
"808","5","20","2025-05-23T21:58:05.082Z"
"809","5","20","2025-05-24T13:03:01.574Z"
"810","5","20","2025-05-24T08:31:41.887Z"
"811","5","20","2025-05-23T22:25:06.424Z"
"812","5","20","2025-05-24T15:30:05.811Z"
"813","5","20","2025-05-24T20:44:31.524Z"
"814","5","20","2025-05-24T07:08:09.633Z"
"815","5","20","2025-05-24T10:45:44.578Z"
"816","5","20","2025-05-24T15:53:34.766Z"
"817","5","20","2025-05-24T02:30:10.025Z"
"818","5","20","2025-05-23T23:09:06.792Z"
"819","5","20","2025-05-23T22:03:52.734Z"
"820","5","20","2025-05-24T11:06:48.162Z"
"821","5","20","2025-05-24T09:16:39.083Z"
"822","5","20","2025-05-24T08:42:27.284Z"
"823","5","20","2025-05-24T19:01:05.930Z"
"824","5","20","2025-05-24T07:48:33.502Z"
"825","5","20","2025-05-23T21:29:11.757Z"
"826","5","20","2025-05-24T10:56:19.867Z"
"827","5","20","2025-05-24T07:44:24.319Z"
"828","5","20","2025-05-24T19:49:14.101Z"
"829","5","20","2025-05-24T07:41:02.503Z"
"830","5","20","2025-05-24T20:36:24.366Z"
"831","5","20","2025-05-24T12:20:32.704Z"
"832","5","20","2025-05-24T13:58:55.203Z"
"833","5","20","2025-05-24T04:23:17.882Z"
"834","5","20","2025-05-23T21:23:19.813Z"
"835","5","20","2025-05-24T10:57:33.342Z"
"836","5","20","2025-05-23T22:21:00.089Z"
"837","5","20","2025-05-23T21:27:33.442Z"
"838","5","20","2025-05-23T23:04:52.749Z"
"839","5","20","2025-05-24T18:16:04.013Z"
"840","5","20","2025-05-23T22:55:59.271Z"
"841","5","20","2025-05-24T18:51:41.104Z"
"842","5","20","2025-05-24T07:30:07.747Z"
"843","5","20","2025-05-24T01:03:53.917Z"
"844","5","20","2025-05-24T10:08:12.725Z"
"845","5","20","2025-05-24T09:05:33.943Z"
"846","5","20","2025-05-24T02:31:35.725Z"
"847","5","20","2025-05-24T09:12:30.831Z"
"848","5","20","2025-05-24T13:59:48.742Z"
"849","5","20","2025-05-23T21:40:03.474Z"
"850","5","20","2025-05-24T10:59:44.051Z"
"851","5","20","2025-05-24T16:26:04.339Z"
"852","5","20","2025-05-24T19:58:34.245Z"
"853","5","20","2025-05-24T10:37:08.274Z"
"854","5","20","2025-05-24T16:19:12.265Z"
"855","5","20","2025-05-24T01:27:18.077Z"
"856","5","20","2025-05-23T21:29:52.582Z"
"857","5","20","2025-05-24T03:59:57.039Z"
"858","5","20","2025-05-24T17:34:26.849Z"
"859","5","20","2025-05-24T09:44:24.119Z"
"860","5","20","2025-05-24T09:48:18.411Z"
"861","5","20","2025-05-23T21:38:16.440Z"
"862","5","20","2025-05-24T10:22:46.514Z"
"863","5","20","2025-05-24T09:24:41.726Z"
"864","5","20","2025-05-24T20:07:21.014Z"
"865","5","20","2025-05-24T19:24:12.207Z"
"866","5","20","2025-05-23T23:06:39.344Z"
"867","5","20","2025-05-24T00:51:04.588Z"
"868","5","20","2025-05-24T06:32:03.968Z"
"869","5","20","2025-05-24T05:39:34.336Z"
"870","5","20","2025-05-24T19:10:09.311Z"
"871","5","20","2025-05-24T19:12:30.896Z"
"872","5","20","2025-05-24T10:06:26.633Z"
"873","5","20","2025-05-24T19:38:34.557Z"
"874","5","20","2025-05-24T15:29:48.328Z"
"875","5","20","2025-05-24T18:56:41.501Z"
"876","5","20","2025-05-24T00:19:48.715Z"
"877","5","20","2025-05-24T13:20:59.898Z"
"878","5","20","2025-05-24T20:52:06.090Z"
"879","5","20","2025-05-24T20:10:01.147Z"
"880","5","20","2025-05-24T20:21:46.412Z"
"881","5","20","2025-05-24T15:25:24.367Z"
"882","5","20","2025-05-23T23:35:01.674Z"
"883","5","20","2025-05-24T09:01:00.263Z"
"884","5","20","2025-05-24T09:02:41.065Z"
"885","5","20","2025-05-24T09:54:35.310Z"
"886","5","20","2025-05-24T15:31:09.907Z"
"887","5","20","2025-05-24T00:39:12.040Z"
"888","5","20","2025-05-24T07:07:48.229Z"
"889","5","20","2025-05-24T19:40:42.488Z"
"890","5","20","2025-05-24T04:42:09.409Z"
"891","5","20","2025-05-23T23:09:57.578Z"
"892","5","20","2025-05-23T21:33:26.563Z"
"893","5","20","2025-05-24T16:39:48.835Z"
"894","5","20","2025-05-24T15:06:05.020Z"
"895","5","20","2025-05-24T02:33:19.500Z"
"896","5","20","2025-05-24T15:26:23.684Z"
"897","5","20","2025-05-24T16:59:09.842Z"
"898","5","20","2025-05-24T07:26:10.165Z"
"899","5","20","2025-05-24T19:27:05.557Z"
"900","5","20","2025-05-23T23:41:39.066Z"
"901","5","20","2025-05-24T13:21:16.436Z"
"902","5","20","2025-05-24T01:04:35.902Z"
"903","5","20","2025-05-24T13:39:46.637Z"
"904","5","20","2025-05-24T01:59:42.785Z"
"905","5","20","2025-05-24T20:06:19.711Z"
"906","5","20","2025-05-24T10:44:20.148Z"
"907","5","20","2025-05-24T07:55:15.785Z"
"908","5","20","2025-05-24T02:20:37.710Z"
"909","5","20","2025-05-24T17:18:03.033Z"
"910","5","20","2025-05-23T20:57:22.155Z"
"911","5","20","2025-05-24T05:04:09.867Z"
"912","5","20","2025-05-23T21:14:11.548Z"
"913","5","20","2025-05-24T12:52:07.168Z"
"914","5","20","2025-05-24T02:13:55.248Z"
"915","5","20","2025-05-24T19:20:20.058Z"
"916","5","20","2025-05-24T08:32:19.251Z"
"917","5","20","2025-05-24T02:08:55.417Z"
"918","5","20","2025-05-24T17:39:22.346Z"
"919","5","20","2025-05-24T03:06:43.744Z"
"920","5","20","2025-05-24T18:36:02.157Z"
"921","5","20","2025-05-24T01:18:00.162Z"
"922","5","20","2025-05-23T23:53:37.751Z"
"923","5","20","2025-05-24T00:53:38.208Z"
"924","5","20","2025-05-23T21:01:04.839Z"
"925","5","20","2025-05-24T16:53:59.247Z"
"926","5","20","2025-05-24T07:51:37.749Z"
"927","5","20","2025-05-24T03:17:45.377Z"
"928","5","20","2025-05-24T17:56:06.766Z"
"929","5","20","2025-05-24T05:09:58.702Z"
"930","5","20","2025-05-23T22:53:29.060Z"
"931","5","20","2025-05-23T20:55:29.620Z"
"932","5","20","2025-05-24T20:47:50.653Z"
"933","5","20","2025-05-24T19:09:31.530Z"
"934","5","20","2025-05-24T11:28:22.539Z"
"935","5","20","2025-05-24T17:27:21.716Z"
"936","5","20","2025-05-23T23:29:05.263Z"
"937","5","20","2025-05-24T14:19:01.419Z"
"938","5","20","2025-05-24T00:23:21.744Z"
"939","5","20","2025-05-24T05:45:10.432Z"
"940","5","20","2025-05-24T01:43:59.080Z"
"941","5","20","2025-05-24T01:30:37.159Z"
"942","5","20","2025-05-24T20:34:56.669Z"
"943","5","20","2025-05-24T04:26:11.006Z"
"944","5","20","2025-05-24T12:38:49.227Z"
"945","5","20","2025-05-24T13:18:54.473Z"
"946","5","20","2025-05-24T10:18:56.158Z"
"947","5","20","2025-05-23T23:14:58.003Z"
"948","5","20","2025-05-24T03:23:59.351Z"
"949","5","20","2025-05-24T03:57:22.317Z"
"950","5","20","2025-05-24T08:06:13.675Z"
"951","5","20","2025-05-24T04:06:38.553Z"
"952","5","20","2025-05-24T07:22:29.870Z"
"953","5","20","2025-05-24T11:38:10.454Z"
"954","5","20","2025-05-24T19:17:32.998Z"
"955","5","20","2025-05-24T05:23:28.672Z"
"956","5","20","2025-05-24T07:16:34.902Z"
"957","5","20","2025-05-24T08:53:22.073Z"
"958","5","20","2025-05-24T10:43:36.033Z"
"959","5","20","2025-05-24T00:14:18.230Z"
"960","5","20","2025-05-24T13:39:56.200Z"
"961","5","20","2025-05-24T10:50:31.405Z"
"962","5","20","2025-05-24T14:19:54.975Z"
"963","5","20","2025-05-24T18:20:02.549Z"
"964","5","20","2025-05-24T15:31:02.770Z"
"965","5","20","2025-05-23T21:29:12.072Z"
"966","5","20","2025-05-24T12:26:33.231Z"
"967","5","20","2025-05-23T23:46:38.168Z"
"968","5","20","2025-05-24T09:25:21.960Z"
"969","5","20","2025-05-24T08:23:39.598Z"
"970","5","20","2025-05-23T22:01:16.174Z"
"971","5","20","2025-05-24T13:18:33.412Z"
"972","5","20","2025-05-24T14:05:12.384Z"
"973","5","20","2025-05-24T06:42:08.067Z"
"974","5","20","2025-05-24T09:02:45.555Z"
"975","5","20","2025-05-24T03:00:24.031Z"
"976","5","20","2025-05-24T19:07:25.611Z"
"977","5","20","2025-05-24T03:25:35.792Z"
"978","5","20","2025-05-24T08:59:15.638Z"
"979","5","20","2025-05-24T13:46:35.981Z"
"980","5","20","2025-05-24T19:08:44.734Z"
"981","5","20","2025-05-24T00:03:10.011Z"
"982","5","20","2025-05-24T04:59:46.256Z"
"983","5","20","2025-05-24T19:25:15.049Z"
"984","5","20","2025-05-24T04:59:49.211Z"
"985","5","20","2025-05-23T22:45:59.562Z"
"986","5","20","2025-05-24T17:05:55.944Z"
"987","5","20","2025-05-24T05:12:23.269Z"
"988","5","20","2025-05-24T02:44:33.481Z"
"989","5","20","2025-05-24T01:19:18.734Z"
"990","5","20","2025-05-24T06:46:17.676Z"
"991","5","20","2025-05-24T11:07:46.334Z"
"992","5","20","2025-05-24T08:37:17.095Z"
"993","5","20","2025-05-23T23:02:59.392Z"
"994","5","20","2025-05-24T19:09:14.613Z"
"995","5","20","2025-05-24T11:39:32.316Z"
"996","5","20","2025-05-24T00:46:31.233Z"
"997","5","20","2025-05-23T20:56:53.676Z"
"998","5","20","2025-05-24T05:40:28.056Z"
"999","5","20","2025-05-24T02:14:10.699Z"
"1000","5","20","2025-05-24T02:44:10.901Z"
"1001","5","20","2025-05-24T19:29:49.306Z"
"1002","5","20","2025-05-24T00:32:55.717Z"
"1003","5","20","2025-05-24T07:21:52.654Z"
"1004","5","20","2025-05-24T17:35:14.758Z"
"1005","5","20","2025-05-24T18:34:54.547Z"
"1006","5","20","2025-05-23T21:16:13.792Z"
"1007","5","20","2025-05-24T06:24:56.212Z"
"1008","5","20","2025-05-24T11:37:36.776Z"
"1009","5","20","2025-05-23T21:41:39.063Z"
"1010","5","20","2025-05-24T00:04:07.516Z"
"1011","5","20","2025-05-24T04:39:23.490Z"
"1012","5","20","2025-05-24T03:09:17.539Z"
"1013","5","20","2025-05-24T17:53:32.459Z"
"1014","5","20","2025-05-24T13:23:10.729Z"
"1015","5","20","2025-05-24T07:20:12.829Z"
"1016","5","20","2025-05-24T06:42:54.594Z"
"1017","5","20","2025-05-24T13:15:54.589Z"
"1018","5","20","2025-05-24T04:58:49.218Z"
"1019","5","20","2025-05-24T03:44:15.074Z"
"1020","5","20","2025-05-24T09:14:50.362Z"
"1021","5","20","2025-05-24T10:28:49.003Z"
"1022","5","20","2025-05-24T01:39:57.787Z"
"1023","5","20","2025-05-24T11:34:33.965Z"
"1024","5","20","2025-05-24T11:40:26.653Z"
"1025","5","20","2025-05-24T12:29:29.139Z"
"1026","5","20","2025-05-24T05:00:41.841Z"
"1027","5","20","2025-05-24T15:44:52.957Z"
"1028","5","20","2025-05-23T21:19:10.157Z"
"1029","5","20","2025-05-24T08:18:35.329Z"
"1030","5","20","2025-05-24T01:15:28.904Z"
"1031","5","20","2025-05-23T21:14:38.200Z"
"1032","5","20","2025-05-24T15:30:35.279Z"
"1033","5","20","2025-05-23T22:53:54.872Z"
"1034","5","20","2025-05-24T15:26:29.550Z"
"1035","5","20","2025-05-23T20:59:07.135Z"
"1036","5","20","2025-05-24T15:27:24.067Z"
"1037","5","20","2025-05-24T11:26:02.316Z"
"1038","5","20","2025-05-24T14:24:52.653Z"
"1039","5","20","2025-05-24T18:59:17.389Z"
"1040","5","20","2025-05-24T10:08:32.418Z"
"1041","5","20","2025-05-23T21:14:18.829Z"
"1042","5","20","2025-05-24T13:52:47.033Z"
"1043","5","20","2025-05-24T06:24:14.615Z"
"1044","5","20","2025-05-23T21:17:06.823Z"
"1045","5","20","2025-05-24T19:34:35.137Z"
"1046","5","20","2025-05-24T05:06:38.328Z"
"1047","5","20","2025-05-24T02:48:24.948Z"
"1048","5","20","2025-05-24T18:58:08.663Z"
"1049","5","20","2025-05-24T10:35:38.378Z"
"1050","5","20","2025-05-24T01:57:01.360Z"
"1051","5","20","2025-05-24T10:58:53.329Z"
"1052","5","20","2025-05-24T08:28:48.472Z"
"1053","5","20","2025-05-24T10:13:29.298Z"
"1054","5","20","2025-05-24T04:06:15.282Z"
"1055","5","20","2025-05-24T19:05:16.839Z"
"1056","5","20","2025-05-24T17:30:47.820Z"
"1057","5","20","2025-05-24T04:46:15.877Z"
"1058","5","20","2025-05-24T10:30:31.488Z"
"1059","5","20","2025-05-24T06:14:18.551Z"
"1060","5","20","2025-05-24T00:48:40.016Z"
"1061","5","20","2025-05-24T06:54:23.972Z"
"1062","5","20","2025-05-24T00:47:08.311Z"
"1063","5","20","2025-05-24T10:23:06.743Z"
"1064","5","20","2025-05-24T13:52:22.223Z"
"1065","5","20","2025-05-24T04:50:26.911Z"
"1066","5","20","2025-05-23T23:14:13.186Z"
"1067","5","20","2025-05-24T17:57:50.892Z"
"1068","5","20","2025-05-24T05:52:32.645Z"
"1069","5","20","2025-05-24T05:42:47.500Z"
"1070","5","20","2025-05-24T09:00:30.814Z"
"1071","5","20","2025-05-24T11:22:07.571Z"
"1072","5","20","2025-05-24T07:43:27.821Z"
"1073","5","20","2025-05-24T16:19:00.365Z"
"1074","5","20","2025-05-24T14:38:00.805Z"
"1075","5","20","2025-05-24T15:30:20.321Z"
"1076","5","20","2025-05-24T15:16:43.137Z"
"1077","5","20","2025-05-24T07:54:55.164Z"
"1078","5","20","2025-05-24T07:06:02.636Z"
"1079","5","20","2025-05-23T22:17:11.221Z"
"1080","5","20","2025-05-24T07:06:47.086Z"
"1081","5","20","2025-05-24T01:23:54.226Z"
"1082","5","20","2025-05-24T02:59:12.376Z"
"1083","5","20","2025-05-24T11:35:01.962Z"
"1084","5","20","2025-05-24T13:59:59.298Z"
"1085","5","20","2025-05-24T07:11:13.581Z"
"1086","5","20","2025-05-23T22:07:08.124Z"
"1087","5","20","2025-05-24T07:10:33.833Z"
"1088","5","20","2025-05-24T19:32:18.211Z"
"1089","5","20","2025-05-24T17:53:57.861Z"
"1090","5","20","2025-05-24T08:31:54.672Z"
"1091","5","20","2025-05-24T09:35:11.884Z"
"1092","5","20","2025-05-24T17:41:58.060Z"
"1093","5","20","2025-05-24T16:57:51.196Z"
"1094","5","20","2025-05-23T23:15:45.388Z"
"1095","5","20","2025-05-23T22:54:08.385Z"
"1096","5","20","2025-05-24T19:21:26.449Z"
"1097","5","20","2025-05-24T10:29:45.228Z"
"1098","5","20","2025-05-24T03:10:20.585Z"
"1099","5","20","2025-05-24T09:05:39.457Z"
"1100","5","20","2025-05-24T19:57:59.624Z"
"1101","5","20","2025-05-24T15:16:59.667Z"
"1102","5","20","2025-05-24T13:43:55.049Z"
"1103","5","20","2025-05-24T06:48:30.175Z"
"1104","5","20","2025-05-24T16:16:55.004Z"
"1105","5","20","2025-05-24T05:14:24.803Z"
"1106","5","20","2025-05-24T06:24:50.873Z"
"1107","5","20","2025-05-24T08:45:12.643Z"
"1108","5","20","2025-05-24T01:29:06.449Z"
"1109","5","20","2025-05-24T01:58:47.931Z"
"1110","5","20","2025-05-24T12:56:03.063Z"
"1111","5","20","2025-05-24T03:57:50.765Z"
