transaction_id,partner_id,store_id,internal_store_id,transaction_type,amount,amount_platform_commission,transaction_date,notes
"550","3","6e50dfc4-e43d-4ce6-aeb9-006580ae7822","6","discount","259345.29","25934.529000000002","2025-05-25T08:05:47.619Z","حتى الجاد تريد منتج."
"551","6","696508f2-d11d-450b-95ff-d854584f943e","3","discount","787235.6","78723.56","2025-05-24T22:29:26.338Z","حزين متطور قف حجاب الترحيل أتفق."
"552","4","1f960ee3-1b01-488c-afc9-cade5d4c0379","12","deposit","384428.74","38442.873999999996","2025-05-25T04:08:09.942Z","ايام مهارات حقيقة احترام مجموع هنا حزين أين."
"553","4","26295b8e-2e90-4aa5-999a-03e7f2d985a0","4","deposit","396442.14","39644.214","2025-05-25T00:28:00.618Z","آدم ويفر إنها السرج."
"554","2","7966c1d2-1f34-4f47-a326-4adc2a5a7858","7","discount","866439.93","86643.993","2025-05-25T10:04:03.244Z","استوديو كلا برعاية نتهم أستسلم آمن سمحت."
"555","3","6e50dfc4-e43d-4ce6-aeb9-006580ae7822","6","withdraw","365777.67","36577.767","2025-05-25T07:50:32.474Z","مشهور مقنع المحسنات حقيقي السجلات يسامح جميع شخص أريد ابن."
"556","4","07cd0776-2f5c-4587-b29e-c398a7d1010c","8","withdraw","493671.92","49367.191999999995","2025-05-24T14:06:08.025Z","قادم أخيرا بدأت كنيس بحكمة ينمو."
"557","6","c69b00af-d2e3-4e1e-8604-bda0d08df016","22","deposit","339965.11","33996.511","2025-05-24T21:00:27.139Z","امن مرسوم قديم رقابة فضول إليك يغني اخماد غالباً ربط."
"558","6","696508f2-d11d-450b-95ff-d854584f943e","3","discount","630419.93","63041.993","2025-05-24T20:13:07.664Z","خلف لأن مستقر أسلم."
"559","6","696508f2-d11d-450b-95ff-d854584f943e","3","deposit","893240.62","89324.062","2025-05-24T16:44:56.506Z","رسمي مبتذلة أبدًا نتهم بالغ."
"560","1","116bc101-8874-4402-b641-afc5e583bb9b","16","withdraw","721148.46","72114.84599999999","2025-05-25T08:06:28.496Z","يفعل كرمة بالرغم عضوية ويفر."
"561","2","7966c1d2-1f34-4f47-a326-4adc2a5a7858","7","deposit","868561.6","86856.16","2025-05-24T14:59:01.148Z","آلام جمال يبعد شجيرة انزعها مشهد."
"562","1","04c138b8-7346-43f4-8abf-316c30403bd9","19","discount","321377.25","32137.725","2025-05-24T21:57:18.188Z","سيارة الخدع الكبرى كافٍ."
"563","5","9f5b1153-9b72-4851-a5db-0aa330aace10","23","withdraw","977641.63","97764.163","2025-05-24T23:26:45.938Z","الإحسان حاضر الريح مهجور الحال معماري ماشية مواطن مدح الثعالب."
"564","6","696508f2-d11d-450b-95ff-d854584f943e","3","deposit","821116.23","82111.62299999999","2025-05-25T06:49:42.827Z","بالفعل صلب أسود تبعًا صيف حسنًا."
"565","1","47507e1d-db7b-41b6-ad7d-0d585a878bc0","1","deposit","175321.47","17532.147","2025-05-24T17:57:40.929Z","صريح وَرَاءَ مستمع مقابلة كلا الاقتراع أغنية."
"566","1","95e884b2-4582-420d-b6d2-ed74ebd05795","2","deposit","784024.27","78402.427","2025-05-24T14:30:13.893Z","له نحن امراء لو تجريبي ربيع أنهض المحدد كلا."
"567","4","afa5b6ac-4751-4600-a3d2-4e21ba1e7a9b","18","withdraw","858184.25","85818.425","2025-05-25T00:13:15.961Z","متأخر عباس أميل مزيج."
"568","2","fdae4289-0f1f-41b2-aa95-5e4b77ff6c11","9","deposit","426411.1","42641.11","2025-05-24T19:53:46.778Z","الجانبين حضن ملاك."
"569","3","5b9dac8f-56ad-443c-9d0c-0869587c4ff3","13","discount","635614.51","63561.451","2025-05-25T11:26:34.552Z","عمل زال مبنى يوضح وظائف."
"570","2","7675b0c4-1132-416e-8ea6-c894206b7a01","14","deposit","189381.92","18938.192000000003","2025-05-25T00:00:25.492Z","أعيش إلا عمة."
"571","5","42b09504-3c4e-4b20-96bc-c16a0c421f12","15","discount","987941.53","98794.153","2025-05-25T02:56:17.910Z","تصدع مهد كومة له تحت وَسَط ماء."
"572","4","26295b8e-2e90-4aa5-999a-03e7f2d985a0","4","deposit","655239.27","65523.927","2025-05-25T05:44:24.027Z","تبعًا تواصل تذوق إعجاب المدفأة أظن مواطنون."
"573","1","95e884b2-4582-420d-b6d2-ed74ebd05795","2","withdraw","164316.54","16431.654000000002","2025-05-24T17:51:45.319Z","الجناح سيارة هم مشط."
"574","1","95e884b2-4582-420d-b6d2-ed74ebd05795","2","discount","620808.15","62080.815","2025-05-25T04:01:15.091Z","يمارس عريض ينظف يمسح الموسم البقية أستسلم يدفع حصلت أذن."
"575","3","6e50dfc4-e43d-4ce6-aeb9-006580ae7822","6","deposit","751646.38","75164.638","2025-05-25T06:45:00.692Z","صامت ساطع خجول."
"576","6","696508f2-d11d-450b-95ff-d854584f943e","3","withdraw","299415.22","29941.521999999997","2025-05-25T05:51:27.434Z","صورة الجاد علاج آمل أخيرا بوق."
"577","3","27c01421-7170-469c-853f-e48d75fa83fa","25","deposit","831051.31","83105.13100000001","2025-05-25T11:47:47.814Z","الاقتراع أقدر الموعد."
"578","4","7eec78da-410e-4b04-b95d-12ff4403951f","20","withdraw","88488.38","8848.838","2025-05-25T00:00:10.946Z","يرتجف عزيزي حل عتيق."
"579","2","7966c1d2-1f34-4f47-a326-4adc2a5a7858","7","deposit","360771.22","36077.121999999996","2025-05-24T18:30:39.927Z","يفضل مهجور عم الحياة إمضاء ذلك بِكر يقام."
"580","2","7675b0c4-1132-416e-8ea6-c894206b7a01","14","discount","465233.39","46523.339","2025-05-25T12:14:21.730Z","أن لأن يقدموا شهرة أنمو كنز تذوق المد."
"581","1","116bc101-8874-4402-b641-afc5e583bb9b","16","deposit","18647.27","1864.727","2025-05-25T10:57:10.856Z","لكم أبدي عتيق مريح المشي متأخر تواصل يحشد."
"582","3","6e50dfc4-e43d-4ce6-aeb9-006580ae7822","6","deposit","820872.94","82087.294","2025-05-24T19:06:26.233Z","كرس قوي وَسَط بحرص مريح لماذا."
"583","1","95e884b2-4582-420d-b6d2-ed74ebd05795","2","deposit","618073.28","61807.328","2025-05-25T03:16:44.691Z","فائدة لماذا خزان غير ثم الحقيقة استطيع سألتصق مريح."
"584","1","116bc101-8874-4402-b641-afc5e583bb9b","16","discount","371966.22","37196.621999999996","2025-05-25T04:08:20.548Z","فاجأ يصدق قميص جري التسلق الحمامات طويل صندوق إلتواء."
"585","1","95e884b2-4582-420d-b6d2-ed74ebd05795","2","discount","479741.21","47974.121","2025-05-25T04:28:10.107Z","هواء سنة عصفور غالباً ثم المحسنات نشط."
"586","3","27c01421-7170-469c-853f-e48d75fa83fa","25","deposit","125031.46","12503.146","2025-05-24T23:04:24.927Z","للمتابعة بسرعة بشكل كل شراب اليقظة أعمى ألحق كتف."
"587","4","69b80b78-7bcf-47b0-8bba-50ef2c34a043","11","withdraw","905213.31","90521.331","2025-05-24T20:16:12.327Z","كائن أعترف نعسان أجبر."
"588","1","1652ade0-afb3-4784-8c1a-edfea643d995","26","discount","795901.76","79590.176","2025-05-25T07:59:57.425Z","ملكنا جمهور هو محفوظ منهم بوق أرى الجميع اسم أجبر."
"589","4","afa5b6ac-4751-4600-a3d2-4e21ba1e7a9b","18","withdraw","212051.71","21205.171","2025-05-24T19:44:17.890Z","اخترت احصل سنة يساعد خطأ."
"590","4","7eec78da-410e-4b04-b95d-12ff4403951f","20","withdraw","239832.06","23983.206","2025-05-25T11:40:42.296Z","عالميا بدأت أغنية زال الخدع الجناح يضحك."
"591","5","9f5b1153-9b72-4851-a5db-0aa330aace10","23","deposit","743641.58","74364.158","2025-05-25T01:17:33.420Z","سألتصق يوضح يلمس."
"592","4","edda7784-f496-41c6-b31f-775d77cb1f07","17","deposit","496859.56","49685.956","2025-05-25T05:30:05.317Z","حجاب أعترف أرض يجب قطة أعلق."
"593","4","1f960ee3-1b01-488c-afc9-cade5d4c0379","12","discount","119236.5","11923.65","2025-05-24T17:28:20.383Z","النفخ خطة الة برودة."
"594","2","fdae4289-0f1f-41b2-aa95-5e4b77ff6c11","9","deposit","619484.09","61948.409","2025-05-25T08:20:34.854Z","أقترح أقوي كنز أنت متطوع."
"595","5","e79dad18-7053-4029-ad43-ceba8d4a9419","21","deposit","354489.39","35448.939","2025-05-24T20:12:50.319Z","متطابقة تكون نتيجة ثالث الموقف الأمل يسير ذهبي اخماد."
"596","3","27c01421-7170-469c-853f-e48d75fa83fa","25","discount","969976.03","96997.603","2025-05-24T17:34:56.046Z","علاج سلسلة دور فجأة شخص ملاك الجرأة صامت دور سلام."
"597","4","69b80b78-7bcf-47b0-8bba-50ef2c34a043","11","discount","578823.43","57882.34300000001","2025-05-24T23:32:09.058Z","مواطنة بِكر حقيقة بالكاد."
"598","2","7675b0c4-1132-416e-8ea6-c894206b7a01","14","discount","638930","63893","2025-05-24T16:50:58.296Z","حامض عمل عزيزي يتبنى اضع ليونة أغطي ينضم قيد صندوق."
"599","1","5dd9e66d-26f0-4796-9973-acc3b3fcd011","10","discount","318755.52","31875.552000000003","2025-05-25T00:06:25.317Z","مكاتب أغطي معركة اختراعات الموجة بداهة."
"600","1","04c138b8-7346-43f4-8abf-316c30403bd9","19","deposit","18528.65","1852.8650000000002","2025-05-24T17:45:54.244Z","محكمة تريد اسمنت بالباص شمس بحرص نَسِيج العليا."
"601","5","be4b603e-dcb6-460c-b1c9-5dcc116f44e1","5","withdraw","101023.07","10102.307","2025-05-24T16:02:49.336Z","اناقش مضت الفراء."
"602","2","7966c1d2-1f34-4f47-a326-4adc2a5a7858","7","deposit","606742.54","60674.254","2025-05-25T08:01:31.661Z","أطلق أغنية أقدر أغطي غير فزت ناعم تجريبي."
"603","4","afa5b6ac-4751-4600-a3d2-4e21ba1e7a9b","18","discount","837598.57","83759.85699999999","2025-05-25T05:45:58.846Z","انهم وذلك أعيش دورة ملاك الجاد جَذّاب سأفتح مكاتب صورة."
"604","3","6e50dfc4-e43d-4ce6-aeb9-006580ae7822","6","withdraw","594047.77","59404.777","2025-05-25T07:36:56.948Z","غالباً أفتح صوت يفعل الذي إلا صبرا كما."
"605","3","5b9dac8f-56ad-443c-9d0c-0869587c4ff3","13","discount","594436.99","59443.699","2025-05-25T08:30:13.210Z","كريم قادم أشياء أخضر متطابقة يحذب مائة ذيل."
"606","5","e79dad18-7053-4029-ad43-ceba8d4a9419","21","withdraw","356636.28","35663.628000000004","2025-05-24T16:39:49.642Z","مشط بشكل مُطبَّق العنكبوت اصرخ شيأ فرن كيك يغني المجلد."
"607","6","c69b00af-d2e3-4e1e-8604-bda0d08df016","22","deposit","507689.17","50768.917","2025-05-25T11:25:20.561Z","الغزل ملعقة يسير بحرص مخترع يسامح ملل غرفة."
"608","4","aa6f336f-c643-4e52-b00b-d67b476b05de","24","withdraw","565477.53","56547.753000000004","2025-05-24T14:19:13.909Z","لذلك هذا أخشى فقط مهندس ايام."
"609","5","9f5b1153-9b72-4851-a5db-0aa330aace10","23","discount","999321.36","99932.136","2025-05-25T10:33:18.275Z","أين أجبر اقول مشط نسر اخماد تعال حامض يضحك."
"610","4","afa5b6ac-4751-4600-a3d2-4e21ba1e7a9b","18","withdraw","303269.74","30326.974","2025-05-25T03:18:30.414Z","صوت نجمة رسغ الخصم اهداء لذا امتياز."
"611","3","6e50dfc4-e43d-4ce6-aeb9-006580ae7822","6","deposit","283373.92","28337.392","2025-05-24T15:53:43.651Z","أسمع يمسح الكل يوضح مشهور فضائي آخر أقل هنا."
"612","5","42b09504-3c4e-4b20-96bc-c16a0c421f12","15","withdraw","246956.95","24695.695","2025-05-24T17:25:35.476Z","مرحبًا مجمع ملائم بِكر العائلة وظائف السعة ربيع مرحبا."
"613","1","04c138b8-7346-43f4-8abf-316c30403bd9","19","withdraw","774212.96","77421.296","2025-05-24T22:34:42.895Z","هذا وأود الة يقدموا له أَخَّاذ يأتي تحت يعبر."
"614","1","47507e1d-db7b-41b6-ad7d-0d585a878bc0","1","withdraw","137557.66","13755.766","2025-05-25T02:32:41.193Z","الفصل متأخر مواطنة ادافع جهاز لأن محفوظ."
"615","5","e79dad18-7053-4029-ad43-ceba8d4a9419","21","deposit","37789.54","3778.954","2025-05-25T03:46:13.154Z","يأتي معتاد أدير بعيد أقل أغنية جَذّاب."
"616","1","04c138b8-7346-43f4-8abf-316c30403bd9","19","deposit","429692.82","42969.282","2025-05-25T09:56:38.113Z","كلا عدد كريم تملق اغادر كائن مرهق ينمو."
"617","1","04c138b8-7346-43f4-8abf-316c30403bd9","19","deposit","889605.28","88960.528","2025-05-24T19:29:26.267Z","طريق له كومة."
"618","5","42b09504-3c4e-4b20-96bc-c16a0c421f12","15","withdraw","392239.43","39223.943","2025-05-24T18:35:53.859Z","سمة القليل صدقة كلا السعة الموعد."
"619","4","1f960ee3-1b01-488c-afc9-cade5d4c0379","12","withdraw","997214.89","99721.489","2025-05-25T12:02:19.807Z","كاحل فرن توربيني بلدة."
"620","2","7675b0c4-1132-416e-8ea6-c894206b7a01","14","withdraw","198245.6","19824.56","2025-05-25T01:05:48.969Z","نظيف أطفئ مرهق حزن متساوي خطأ سبب عاصف الخدع الموجة."
"621","4","07cd0776-2f5c-4587-b29e-c398a7d1010c","8","discount","838978.36","83897.836","2025-05-25T07:22:52.203Z","الموت رقبة أتصل قف سوف تواصل يناسب شروط."
"622","2","fdae4289-0f1f-41b2-aa95-5e4b77ff6c11","9","withdraw","510501.21","51050.121","2025-05-25T02:53:10.754Z","التفاضل مشين برونز."
"623","1","1652ade0-afb3-4784-8c1a-edfea643d995","26","discount","126438.03","12643.803","2025-05-25T11:54:25.461Z","وأود وسيم آمل يعيق فوق التسلق تجمع جميع."
"624","5","be4b603e-dcb6-460c-b1c9-5dcc116f44e1","5","deposit","866883.1","86688.31","2025-05-25T09:43:07.319Z","رحلة مستقر حضري تحميل يسير."
"625","4","07cd0776-2f5c-4587-b29e-c398a7d1010c","8","deposit","465690.73","46569.073","2025-05-25T03:08:44.018Z","الغرفة الحقيقة يمثل سهل صدقة هؤلاء ثالاسانوس بداهة."
"626","5","be4b603e-dcb6-460c-b1c9-5dcc116f44e1","5","withdraw","585278.87","58527.887","2025-05-25T00:22:27.031Z","أعمى ينظف صورة السماع شائع ركن سيارة عم تهور."
"627","5","42b09504-3c4e-4b20-96bc-c16a0c421f12","15","withdraw","966563.74","96656.374","2025-05-24T18:29:28.395Z","ربيع إلا الجسم."
"628","4","07cd0776-2f5c-4587-b29e-c398a7d1010c","8","discount","740768.27","74076.827","2025-05-24T18:44:27.440Z","مكان ضيق انتصار أقسم."
"629","3","27c01421-7170-469c-853f-e48d75fa83fa","25","discount","878282.46","87828.246","2025-05-24T21:44:15.726Z","خزانة تقطر السرج ملاك يهمني أقسى نائب كلاهما."
"630","2","7966c1d2-1f34-4f47-a326-4adc2a5a7858","7","deposit","590059.84","59005.984","2025-05-24T19:40:01.060Z","نسج ذاهب بكثرة اتحداك ملكنا متطور قوة أدوس شاب حلها."
"631","4","1f960ee3-1b01-488c-afc9-cade5d4c0379","12","withdraw","45731.77","4573.177","2025-05-25T05:28:22.754Z","أميل عريض أخت ليّن يأتي حب أسمع بعنف يساعد متزوجة."
"632","4","26295b8e-2e90-4aa5-999a-03e7f2d985a0","4","deposit","668985.45","66898.545","2025-05-25T01:47:47.944Z","اصرخ الذات إعجاب يستثني المسرح نفع جمهور عشاء الوصاية أدافع."
"633","5","be4b603e-dcb6-460c-b1c9-5dcc116f44e1","5","discount","361765.25","36176.525","2025-05-25T09:25:33.102Z","التشقلب اضع أقول اعتدال يفترض."
"634","5","e79dad18-7053-4029-ad43-ceba8d4a9419","21","deposit","38586.39","3858.639","2025-05-24T15:57:01.653Z","الجميع أفتقد نشأ امتياز صورة أقسم صدوق رأى يقي اضحك."
"635","4","1f960ee3-1b01-488c-afc9-cade5d4c0379","12","withdraw","143322.83","14332.283","2025-05-25T12:13:42.954Z","جمال باقية ايام جاذبية العنكبوت."
"636","2","7675b0c4-1132-416e-8ea6-c894206b7a01","14","deposit","888334.24","88833.424","2025-05-25T04:28:07.927Z","أخرى أجبر شريك الحياة."
"637","4","aa6f336f-c643-4e52-b00b-d67b476b05de","24","withdraw","992106.85","99210.685","2025-05-25T08:20:29.765Z","سيارة يقفز سماء ايام يستوعب نسر كنز."
"638","3","6e50dfc4-e43d-4ce6-aeb9-006580ae7822","6","withdraw","366870.84","36687.084","2025-05-25T04:49:19.986Z","آلام احصل أستسلم مال الماء انهم وَرَاءَ مبتذلة."
"639","1","5dd9e66d-26f0-4796-9973-acc3b3fcd011","10","deposit","922071.85","92207.185","2025-05-24T20:01:54.614Z","باهظ أساس نهاية بطريقة يحذب المسرح أفتقد لحية أتفق."
"640","3","27c01421-7170-469c-853f-e48d75fa83fa","25","withdraw","161573.81","16157.381","2025-05-24T14:01:43.174Z","كيك اسمنت عريض ألفت الطريق إضافي جمال معظم التشقلب بجوار."
"641","4","afa5b6ac-4751-4600-a3d2-4e21ba1e7a9b","18","discount","295713.96","29571.396","2025-05-25T08:26:21.054Z","متى أنهض انتصار حبيب ألحق اجل نجحت."
"642","5","9f5b1153-9b72-4851-a5db-0aa330aace10","23","discount","732942.18","73294.21800000001","2025-05-24T15:12:02.142Z","عاصف سأخبرك آكل الإحسان."
"643","5","42b09504-3c4e-4b20-96bc-c16a0c421f12","15","discount","694608.27","69460.827","2025-05-24T14:26:43.264Z","أميل مختفي الأمل مكاتب شاهد غائب ركن."
"644","6","696508f2-d11d-450b-95ff-d854584f943e","3","deposit","179001.45","17900.145","2025-05-24T17:38:02.347Z","عم صديق الموقف ينظر الوصول أشياء آدم."
"645","2","fdae4289-0f1f-41b2-aa95-5e4b77ff6c11","9","withdraw","995018.64","99501.864","2025-05-24T17:16:23.774Z","يأخذ العاشر الضرورات ذراع."
"646","4","26295b8e-2e90-4aa5-999a-03e7f2d985a0","4","discount","750226.03","75022.603","2025-05-25T03:57:21.631Z","سلسلة نفع المسرح مرسوم صوت في متوسط يأمل."
"647","6","c69b00af-d2e3-4e1e-8604-bda0d08df016","22","withdraw","42478.35","4247.835","2025-05-24T16:11:46.941Z","رهيب يدق الملابس."
"648","1","5dd9e66d-26f0-4796-9973-acc3b3fcd011","10","withdraw","840890.72","84089.072","2025-05-24T18:01:34.496Z","جميع تستوعب أتصل حزن."
"649","4","edda7784-f496-41c6-b31f-775d77cb1f07","17","withdraw","764345.86","76434.586","2025-05-24T22:18:40.151Z","اعتدال نشأ حضري أحضر حذر مرات مقبول القليل هؤلاء يهمني."
"650","4","1f960ee3-1b01-488c-afc9-cade5d4c0379","12","deposit","509786.23","50978.623","2025-05-25T02:00:34.702Z","علاج كارثة أنت تبعًا السعة لكم نسر مقاطعة."
"651","3","5b9dac8f-56ad-443c-9d0c-0869587c4ff3","13","discount","400754.43","40075.443","2025-05-25T00:16:54.805Z","تتدفق مرارًا يجب الكل الوادي جمال الأمل مشين النفخ."
"652","4","69b80b78-7bcf-47b0-8bba-50ef2c34a043","11","discount","935199.89","93519.989","2025-05-24T21:02:42.870Z","عصا منطقة أحضر باقية وَسَط خط طعام أسمع."
"653","4","edda7784-f496-41c6-b31f-775d77cb1f07","17","deposit","296459.11","29645.911","2025-05-24T13:36:28.507Z","طباشير دعوى أفضل مستمر نفسها بِكر إنه يحذب متطابقة رياح."
"654","5","9f5b1153-9b72-4851-a5db-0aa330aace10","23","withdraw","214567.65","21456.765","2025-05-24T14:20:37.574Z","المجلد عشر العائلة بدانة الجرأة."
"655","5","9f5b1153-9b72-4851-a5db-0aa330aace10","23","discount","714841.98","71484.198","2025-05-25T01:20:23.694Z","إنه حصلت عاصف."
"656","6","c69b00af-d2e3-4e1e-8604-bda0d08df016","22","deposit","555732.88","55573.288","2025-05-25T01:39:25.394Z","يقي دولة ثلاثون مشين لوت متأثر."
"657","6","c69b00af-d2e3-4e1e-8604-bda0d08df016","22","deposit","982314.97","98231.497","2025-05-25T07:14:59.119Z","الجرأة عصا أفضل اسمنت شجيرة اضع مقنع."
"658","4","26295b8e-2e90-4aa5-999a-03e7f2d985a0","4","deposit","466897.24","46689.724","2025-05-24T16:57:17.185Z","عن احترام والتكامل تحدث صريح العزلة ملائم."
"659","1","5dd9e66d-26f0-4796-9973-acc3b3fcd011","10","deposit","485794.01","48579.401","2025-05-25T01:41:46.118Z","خطأ اضع مرحبًا ايام بوق الضرورات."
"660","5","be4b603e-dcb6-460c-b1c9-5dcc116f44e1","5","deposit","801178.15","80117.815","2025-05-25T04:38:00.888Z","ماهر صندوق تنبيه."
"661","4","edda7784-f496-41c6-b31f-775d77cb1f07","17","deposit","783299.33","78329.93299999999","2025-05-24T20:08:46.263Z","صلب رقبة بالطبع كوب نسر خطة منطقة."
"662","4","afa5b6ac-4751-4600-a3d2-4e21ba1e7a9b","18","withdraw","721698.33","72169.833","2025-05-24T20:49:10.560Z","عفوية مستقر أركل آكل ملعقة بكثرة ربط عشاء اخماد خزانة."
"663","1","04c138b8-7346-43f4-8abf-316c30403bd9","19","discount","598295.81","59829.581000000006","2025-05-25T01:01:32.288Z","الغرفة أفضل حقيقي أعتقد موافق عزيز الملابس فجأة غربال."
"664","2","7675b0c4-1132-416e-8ea6-c894206b7a01","14","discount","54672.02","5467.201999999999","2025-05-25T09:20:42.829Z","وذلك استطيع اجد و شروط بلطف هي كما اخذت التشقلب."
"665","4","afa5b6ac-4751-4600-a3d2-4e21ba1e7a9b","18","discount","53514.63","5351.463","2025-05-25T08:41:58.592Z","متأثر يضحك سمحت عريض متشوق طالب شروط أشياء."
"666","5","e79dad18-7053-4029-ad43-ceba8d4a9419","21","discount","311660.48","31166.048","2025-05-25T09:48:45.059Z","يوم فوز بالرغم ماذا مرحبا الموجة أمان."
"667","3","6e50dfc4-e43d-4ce6-aeb9-006580ae7822","6","deposit","207316.5","20731.65","2025-05-25T02:18:53.934Z","آلام فوز الجسم جسم يكلف فيما الحضارة ليّن أطفئ."
"668","4","afa5b6ac-4751-4600-a3d2-4e21ba1e7a9b","18","withdraw","854949.01","85494.901","2025-05-24T19:56:49.584Z","حصلت جهاز الموجة تماثيل أحضر."
"669","5","e79dad18-7053-4029-ad43-ceba8d4a9419","21","discount","177959.24","17795.924","2025-05-25T05:22:20.188Z","صلب قف طويل عجز متألق."
"670","5","e79dad18-7053-4029-ad43-ceba8d4a9419","21","withdraw","781131.48","78113.148","2025-05-24T17:12:16.336Z","اصرخ روح حسنًا متشوق قليل الرافض."
"671","4","7eec78da-410e-4b04-b95d-12ff4403951f","20","discount","313253.52","31325.352000000003","2025-05-24T16:17:03.717Z","زحف صدوق الجسم اخر."
"672","4","aa6f336f-c643-4e52-b00b-d67b476b05de","24","deposit","241454.91","24145.491","2025-05-25T03:25:09.851Z","يناسب قف أدير يحضر الكل."
"673","3","5b9dac8f-56ad-443c-9d0c-0869587c4ff3","13","withdraw","429446.53","42944.653000000006","2025-05-24T17:23:46.973Z","برعاية مشين لكن على الموجة ثلاث يتردد."
"674","1","95e884b2-4582-420d-b6d2-ed74ebd05795","2","withdraw","16761.51","1676.1509999999998","2025-05-25T08:15:45.551Z","بحكمة سنشتاق الجناح."
"675","4","edda7784-f496-41c6-b31f-775d77cb1f07","17","deposit","810088.58","81008.858","2025-05-24T17:53:52.445Z","اجد بعيد وقت فضيلة أعترف حامض الأساسي بالكاد طالب حزن."
"676","4","07cd0776-2f5c-4587-b29e-c398a7d1010c","8","deposit","705424.46","70542.446","2025-05-25T05:06:41.126Z","طعام مأخوذ مرهق."
"677","4","afa5b6ac-4751-4600-a3d2-4e21ba1e7a9b","18","discount","325953.46","32595.346","2025-05-24T17:40:51.624Z","يقارن مفيد مشهور يقرر ألم بحرص المقصود يقفز هنا."
"678","5","e79dad18-7053-4029-ad43-ceba8d4a9419","21","discount","454861.33","45486.133","2025-05-25T06:52:22.439Z","قيمة ظل غرفة يلائم جاذبية في."
"679","2","7675b0c4-1132-416e-8ea6-c894206b7a01","14","discount","839901.51","83990.151","2025-05-24T14:11:37.201Z","تتدفق مكعب مِرفَق."
"680","5","42b09504-3c4e-4b20-96bc-c16a0c421f12","15","discount","503256.59","50325.659","2025-05-24T19:37:54.210Z","الخدع أثاث دعه."
"681","1","5dd9e66d-26f0-4796-9973-acc3b3fcd011","10","deposit","60580.69","6058.069","2025-05-24T14:53:07.408Z","جري والنسيج صوت تصل والتكامل ثلاثة الترحيل صيف رابطة تماثيل."
"682","1","47507e1d-db7b-41b6-ad7d-0d585a878bc0","1","deposit","679675.58","67967.55799999999","2025-05-25T01:09:09.441Z","وُلِدّ يسامح كنيس."
"683","3","27c01421-7170-469c-853f-e48d75fa83fa","25","discount","950160.46","95016.046","2025-05-25T03:09:43.422Z","أتصل كافٍ أدوس المختارون فشيأ كائن السعة تصل حذر جاذبية."
"684","2","7966c1d2-1f34-4f47-a326-4adc2a5a7858","7","deposit","421340.88","42134.088","2025-05-25T00:21:01.888Z","مصلح سمة مرارًا وسيم شاب يفصل خلف فيما فضائي."
"685","2","7675b0c4-1132-416e-8ea6-c894206b7a01","14","discount","551245.77","55124.577000000005","2025-05-24T17:40:49.455Z","قبلت مرتين إليك تعتاد اخر قوي نجح الجسم."
"686","1","116bc101-8874-4402-b641-afc5e583bb9b","16","discount","504581.48","50458.148","2025-05-25T09:22:36.163Z","ماء بدأت عدد يتذكر يستوعب."
"687","2","7966c1d2-1f34-4f47-a326-4adc2a5a7858","7","deposit","618116.54","61811.654","2025-05-25T09:34:33.910Z","ممتع منجلي الطريق ساحقة صدقة الوصول بدأت أحمل."
"688","2","7675b0c4-1132-416e-8ea6-c894206b7a01","14","deposit","108834.13","10883.413","2025-05-24T17:31:42.992Z","المد يستثني تعتاد يقولون مجال زحف إخلاء استوديو اختراعات."
"689","1","1652ade0-afb3-4784-8c1a-edfea643d995","26","discount","479848.72","47984.871999999996","2025-05-25T00:08:38.545Z","المختارون بالرغم صدر قميص أقدر."
"690","4","69b80b78-7bcf-47b0-8bba-50ef2c34a043","11","deposit","332842.24","33284.224","2025-05-24T13:39:37.523Z","ركن عشر معظم لون قف حزينين تحمل."
"691","1","04c138b8-7346-43f4-8abf-316c30403bd9","19","withdraw","901613.85","90161.385","2025-05-24T17:45:50.403Z","فضائي آتي الحال واسع يهمني أب."
"692","4","69b80b78-7bcf-47b0-8bba-50ef2c34a043","11","deposit","703798.21","70379.821","2025-05-25T07:49:40.456Z","معركة غير برونز فزت."
"693","1","1652ade0-afb3-4784-8c1a-edfea643d995","26","discount","28362.83","2836.2830000000004","2025-05-25T12:18:45.927Z","تحدث مرة الجرأة روح أخت وَسَط."
"694","6","696508f2-d11d-450b-95ff-d854584f943e","3","discount","98159.7","9815.97","2025-05-25T01:01:30.974Z","المقصود تعرُّف ماذا لجأ."
"695","1","04c138b8-7346-43f4-8abf-316c30403bd9","19","deposit","517501.96","51750.196","2025-05-24T21:27:38.244Z","الملابس قصير على لماذا فليكن."
"696","6","696508f2-d11d-450b-95ff-d854584f943e","3","deposit","326563.01","32656.301","2025-05-25T10:38:48.768Z","سهل آدم صورة المقصود بأغلبية ساطع امن يزيل."
"697","4","1f960ee3-1b01-488c-afc9-cade5d4c0379","12","withdraw","373418.17","37341.816999999995","2025-05-25T01:31:51.309Z","مريح تجريبي جمهور الرافض كوب."
"698","3","5b9dac8f-56ad-443c-9d0c-0869587c4ff3","13","withdraw","475314.71","47531.471000000005","2025-05-25T07:52:34.408Z","بوق رسغ الحقيقة نشأ."
"699","1","95e884b2-4582-420d-b6d2-ed74ebd05795","2","withdraw","237959.32","23795.932","2025-05-24T16:56:30.036Z","إلى حلاق هواء السترة بالتأكيد أَخَّاذ."
"700","2","fdae4289-0f1f-41b2-aa95-5e4b77ff6c11","9","withdraw","65247.96","6524.796","2025-05-25T07:29:14.362Z","مرة ويفر راحة رفيع."
