payment_id,order_id,card_type,customer_id,paid_amount,bank_transaction,payment_at
"87f920cd-7db2-4b55-b1c3-d59da798ece7","19ca64cd-1f36-4fee-8b09-5b5a8ebf1830","mastercard","11","98962.74","deposit at عنون - نيفر with a card ending in ****6579 for SYP 844.31 from account ***5348.","2025-05-24T03:26:35.728Z"
"6c7265a3-5bbe-4e05-b9f6-3b9a3a1eaf73","32a5bdab-c41b-4129-9e92-73fe29e92c08","mastercard","19","532096.3","Your invoice of GMD 351.02 at النجار - عظومة was successful. Charged via card ****5574 to account ***8171.","2025-05-23T23:20:42.207Z"
"4f37b5e3-59ac-44d9-b9b9-d8aa6cab155f","b9f4dbf6-6d92-48c4-b575-11968857c14a","amex","14","279411.05","deposit confirmed at العواني, جابالله and الصغير for SOS 692.90, card ending in ****0389 associated with account ***4736.","2025-05-24T07:56:36.904Z"
"9ec60bf1-df5b-45c3-aa87-9a0270d1bf5f","2cd26186-ffe3-4f6a-8d4b-9d43982279a9","mastercard","20","203916.16","A withdrawal for AUD 457.36 was made at عطالله, همدان and شنيق via card ending ****5073 on account ***1297.","2025-05-24T08:44:50.852Z"
"7f7d6110-11d5-4198-abd7-a2b23455718a","24eddb96-7f77-4410-9bb8-b25887e85822","amex","9","293204.62","invoice of CZK 870.37 at لخشين and Sons charged to account ending in 3887 using card ending in ****1072.","2025-05-24T19:00:45.249Z"
"0aa37f01-528c-4efa-99bd-896e598d7e00","8264cdc6-bd39-4494-b4a2-29f39aae2ac1","mastercard","12","284507.62","A deposit of KWD 947.85 occurred at بن حسين, بن عاشور and نيفر using a card ending in ****1105 for account ***6936.","2025-05-24T07:34:10.366Z"
"d57b2795-bab0-4755-bdc8-0dcac36e0cb3","76a3b478-e4b1-47fb-831a-383412f158b2","mastercard","6","886370.94","You made a withdrawal of TND 80.26 at شنيق, لخشين and عظومة using card ending in ****3228 from account ***7344.","2025-05-24T19:28:17.144Z"
"4ea0f285-4903-4383-8ada-d548dc39a1cc","8dfe7603-ebc9-4a44-a7c2-984604fa5368","mastercard","5","746150.84","withdrawal transaction at فقوسة, المدقي and همدان using card ending with ****1358 for RSD 581.38 in account ***7800.","2025-05-24T16:04:37.074Z"
"1c7efc96-5c9d-4439-9055-bb1d4b843199","f0dfc136-16f4-41df-9e72-b6c7314ec94a","amex","16","742107.92","invoice of BND 722.51 at زقية and Sons charged to account ending in 2783 using card ending in ****0485.","2025-05-24T07:30:47.260Z"
"20e7606d-8eba-4462-980c-1dc9db805c6a","7ecf6346-1b1d-4164-9f1a-caecb8aa4535","visa","7","227309.21","You made a withdrawal of ALL 266.54 at بنسلامة Inc using card ending in ****5137 from account ***6478.","2025-05-24T02:44:08.642Z"
"f60d96d7-72da-4e65-aa54-b9c902e3497a","266a2759-0eff-462a-a702-ed435cae6d46","mastercard","17","674624.55","Your deposit of SAR 662.48 at بن عاشور - الصفار was successful. Charged via card ****3476 to account ***1849.","2025-05-23T21:27:50.678Z"
"f0238bc8-2bf1-4c27-915f-a9b0d3f3deba","a0b862bd-4183-45b5-8cd1-8e38bc655052","visa","6","619490.16","Payment of LAK 526.15 for deposit at بوهاها - بن عمر, processed with card ending ****3165 linked to account ***9905.","2025-05-24T10:43:41.439Z"
"8f82d4df-e9b4-4538-ab44-57ebd8fe7dfa","529c0998-5762-46fa-821a-2280a97e7489","visa","9","419637.59","A withdrawal for CAD 346.28 was made at بوهاها, عظومة and الرقيق via card ending ****6025 on account ***6052.","2025-05-24T01:49:53.085Z"
"9340167b-6d48-4e03-b0dc-a225e28000c7","9d74041a-0f29-4bac-8550-744e14abb654","mastercard","19","444363.95","Your withdrawal of KHR 306.01 at عطالله, الطويل and زروق was successful. Charged via card ****7117 to account ***9173.","2025-05-24T05:17:09.002Z"
"2fec8ac6-f483-44f1-98d3-74d04bdce066","cb72c893-3f7e-493b-abfb-2f8e2ecb5e60","visa","19","519515.37","You made a invoice of THB 890.72 at خنفير - بن عبد السلام using card ending in ****0441 from account ***3038.","2025-05-24T19:29:32.935Z"
"331dca9b-5f03-4699-a308-f3456741ecd8","6badc177-2bee-46bc-8937-fec9338ff0e3","amex","1","111056.05","A withdrawal of ZMW 997.02 occurred at شنيق and Sons using a card ending in ****1959 for account ***2788.","2025-05-23T23:32:39.877Z"
"a618a595-7517-48be-a2bd-49d85c7735d9","a151e5e5-6506-4c8f-a8e1-42a6ecd3b319","mastercard","16","131447.32","Transaction alert: payment at الصفار, النفير and بوهاها using card ending ****0252 for an amount of SAR 426.08 on account ***3089.","2025-05-24T12:06:11.093Z"
"e4f836c3-566f-45e6-bf80-d059313eedc6","30e78bcb-e9b2-4504-b5b5-808965519044","amex","12","87565.67","deposit confirmed at الحجيج Group for SAR 325.03, card ending in ****6122 associated with account ***8126.","2025-05-24T12:27:25.071Z"
"54aadb6a-a808-471b-8dc1-7dd915bb79b8","df5d3097-3a57-4864-b216-c98c6b43c9ab","mastercard","6","760568.93","payment transaction at الصفار LLC using card ending with ****5023 for CRC 958.47 in account ***9113.","2025-05-23T21:38:05.693Z"
"ddca560f-d344-480b-9612-b54a81bd05f5","6cba705a-149c-4c0d-b8b8-cb90f906fc02","visa","14","940665.03","A invoice for COP 956.09 was made at زقية - القلال via card ending ****3491 on account ***0770.","2025-05-24T13:39:57.962Z"
"f31e6e95-9d2b-4b79-97e6-42f7066a1a4d","8da10882-0cad-46b5-994b-2af5b610ce31","mastercard","9","744141.72","withdrawal confirmed at الرقيق - عنون for NOK 495.99, card ending in ****7789 associated with account ***6264.","2025-05-24T01:53:29.762Z"
"07ee4e93-296f-4e5c-8395-d0afa553d43e","3cb8d4d9-20a8-4ffa-a930-c0e59684f4b7","visa","14","486915.9","Transaction alert: deposit at يافع - المولدي using card ending ****6548 for an amount of TOP 986.29 on account ***4160.","2025-05-24T06:30:30.260Z"
"71f5169b-97f8-48b6-881e-2309f4a17df3","3cd9ac5c-2d6b-4e0e-bc97-b9e542f0a4ba","mastercard","15","984847.87","deposit at العطار Group with a card ending in ****1471 for IRR 411.06 from account ***5807.","2025-05-24T11:31:10.047Z"
"d671fc42-acd7-47bd-9cde-0ed8472f6666","d575922d-078a-417f-8afd-f0a17426c2a8","mastercard","16","882398.64","Transaction alert: payment at الغربي - عطالله using card ending ****9590 for an amount of GEL 345.11 on account ***2775.","2025-05-24T10:07:07.680Z"
"94b3ac1a-423e-4de5-b1b7-7e27ab2c33de","7a7277c2-3a62-45cd-8e46-17567af1622c","mastercard","12","352724.96","invoice transaction at خنفير Group using card ending with ****8039 for AFN 283.86 in account ***7265.","2025-05-24T14:37:51.919Z"
"2818f2c0-1ecd-49f1-9db7-a34094b0044c","73648ae8-1a3d-4fd2-bfc8-91470eb69476","visa","5","740369.64","Payment of EUR 293.56 for deposit at العلاني - الوحيشي, processed with card ending ****9956 linked to account ***1789.","2025-05-23T21:24:36.448Z"
"0896b4cd-ced4-4b6a-bbb9-7693ccf39e73","bbf6c27e-c57d-47e7-9426-626ed319494a","amex","2","925388.78","Transaction alert: invoice at هذيل - الرقيق using card ending ****8057 for an amount of SZL 731.03 on account ***3740.","2025-05-24T17:57:34.409Z"
"61897060-29d9-4743-bd71-030448f4f1fb","0d035b7f-d6b5-438a-8a55-f351723b5261","amex","13","851995.11","Your deposit of PHP 83.01 at عطالله Group was successful. Charged via card ****9045 to account ***8312.","2025-05-23T23:04:21.780Z"
"8fa497ec-f45d-4b19-9f17-95d0dd4f3e3c","4e398615-cd57-47aa-aba1-25f7494623a7","mastercard","9","696011.16","withdrawal of ZMW 179.99 at الصفار - سويس charged to account ending in 8951 using card ending in ****0618.","2025-05-24T19:03:07.823Z"
"ef520912-8a4f-42c9-bfb6-ce209bb8bfd2","fb3038af-ca5c-48cf-93ab-42ec5689f513","amex","16","145203.33","withdrawal of VND 984.20 at الصغير Group charged to account ending in 8456 using card ending in ****8926.","2025-05-24T02:24:07.528Z"
"51a10e3b-fffa-47dc-9bdb-4b1ea07c0632","1f28309c-f175-419d-933c-7adc02a93cab","visa","19","549040.17","You made a invoice of TOP 782.62 at فقوسة - الخليفي using card ending in ****8419 from account ***5919.","2025-05-23T21:29:18.779Z"
"8038f292-747a-4b83-b3bc-bfd17b692d5c","88659d6f-2aa6-4cb3-87b8-c3abd5fe2ed8","mastercard","18","231492.95","payment at النقاش, جابالله and لخشين with a card ending in ****9381 for HNL 139.17 from account ***0428.","2025-05-24T02:27:06.285Z"
"68a26b5a-456e-41e4-8eb0-9001fdb78b21","f2b7a838-de68-445d-9e2a-1d54d992bf6a","mastercard","5","524970.12","deposit confirmed at نيفر - العواني for GBP 411.08, card ending in ****4953 associated with account ***3745.","2025-05-23T21:10:27.654Z"
"d101a709-c21d-4894-ba7d-8229fb344b66","70257703-e5ee-4cd2-95cd-368535341cd4","mastercard","9","181996.32","Your withdrawal of BOB 156.34 at شقرون, العطار and النفطي was successful. Charged via card ****5859 to account ***6464.","2025-05-24T09:27:25.839Z"
"43df2c46-4236-4eeb-a5a6-885e1dc8a95f","bab1fa3f-7b89-4430-a090-43d66137a17c","amex","17","30005.42","withdrawal transaction at لخشين, سويس and المنيف using card ending with ****3975 for CDF 825.68 in account ***1504.","2025-05-24T17:58:12.882Z"
"193df486-db2f-4f44-88cd-053f9dcd6206","d6ff171e-7d71-4513-8e61-2608cd0a8a59","visa","17","175918.57","Transaction alert: withdrawal at الأشراف - عظومة using card ending ****1712 for an amount of XAF 893.38 on account ***9627.","2025-05-24T09:47:40.001Z"
"505764d0-f102-4113-bd49-b6cf9bfb44ea","2139b267-60e3-484d-ba49-6be701039b87","mastercard","10","972504.07","deposit processed at العلاني, عظومة and فقوسة for PAB 364.52, using card ending ****5277. Account: ***5808.","2025-05-24T04:06:42.378Z"
"c0f79803-f605-4861-b63f-b30e7fca7108","de91d18f-4e24-4fe6-a763-f94325e7c077","amex","7","539513.2","A withdrawal for LKR 838.53 was made at تومي, بن عبدالله and النخلي via card ending ****7066 on account ***9308.","2025-05-24T00:12:17.926Z"
"72ee9d14-2787-4e2d-8636-32b4f1114378","153fa382-27e5-4b8e-bf40-e49bbb6f5bbc","mastercard","14","831536.01","You made a withdrawal of CLP 159.74 at الشتيوي and Sons using card ending in ****6491 from account ***7454.","2025-05-24T10:32:13.779Z"
"385f0806-1329-4194-9f78-2e6516f21ce6","fb7bf7cf-d50c-485c-8475-f4a1b1b6bd60","visa","19","344949.95","withdrawal confirmed at ادريس - النفطي for CLP 63.20, card ending in ****4613 associated with account ***2262.","2025-05-24T09:24:39.303Z"
"642bda64-a2bd-4307-a129-7e43ecf22717","2607d7d2-544d-4d02-b863-62f126fc04cd","visa","10","917404.96","Payment of LRD 450.27 for withdrawal at سعيد, همدان and لخشين, processed with card ending ****9161 linked to account ***5202.","2025-05-23T22:16:24.539Z"
"1dfffe61-ba6b-454c-a77e-ea9f81b3f8ec","8ddebfba-830d-4a0b-a333-2a6aedf57f1e","amex","20","916912.65","deposit at شقرون - بن عمر with a card ending in ****4825 for MXN 284.97 from account ***9771.","2025-05-24T03:32:00.075Z"
"e5579235-1d42-4ba7-8930-798a0398582a","1fadbe1a-52ca-4e41-8bac-6e0725a5f55b","mastercard","19","712683.16","withdrawal at عطالله Group with a card ending in ****1498 for NOK 14.62 from account ***0417.","2025-05-24T16:31:32.252Z"
"a20b29f7-6988-4079-9dd2-c8f295731579","b3452f9e-0e63-42a2-b491-d371449b51fa","mastercard","11","343676.44","A invoice of SOS 471.33 occurred at سويس, الأشراف and الرقيق using a card ending in ****9226 for account ***2446.","2025-05-24T13:09:54.600Z"
"c8d90434-95f0-4921-ae0e-ce5563714be1","021e2ad9-cf50-4488-930e-3dc0e21720f6","amex","14","418568.72","Your invoice of AMD 72.44 at الرقيق - المدقي was successful. Charged via card ****2706 to account ***5747.","2025-05-24T07:41:22.432Z"
"cae327e4-10d1-425d-b0be-c0f4b3e09dc0","9ae4c504-d490-47a8-99f5-15f927a1a812","mastercard","4","388281.42","Your deposit of NOK 931.80 at الخليفي - شنيق was successful. Charged via card ****8498 to account ***3483.","2025-05-24T04:49:31.221Z"
"3179e7e0-30d7-44cf-9b7a-12e510af4344","0b8aebfa-a290-43e5-ba36-f1a1d6ebc415","amex","20","679661.62","payment transaction at شقرون, الشريف and الأشراف using card ending with ****9287 for GYD 960.24 in account ***8938.","2025-05-24T16:24:28.130Z"
"0f818b7a-c95a-4eaa-83b6-38958887e67f","3ef5569f-7181-44de-9426-b42666c8d01b","visa","17","704486.49","withdrawal at بن حسين, بن حسين and بوديبة with a card ending in ****5963 for JMD 40.79 from account ***6589.","2025-05-24T06:41:04.228Z"
"9f102ad0-2680-4a30-abbb-07d0327a6d0f","3a517e0d-1c61-4267-86f5-134b08893e10","visa","1","7794.9","Payment of JOD 314.88 for invoice at بن عاشور - بوهاها, processed with card ending ****6664 linked to account ***2060.","2025-05-24T13:17:53.265Z"
"3b96e946-1ffb-436b-821e-8d9685c9fc87","a5828166-77a6-490c-aa15-b3be0369a5d3","mastercard","6","255485.57","deposit confirmed at الشيباني Inc for UYU 303.39, card ending in ****6428 associated with account ***2792.","2025-05-23T22:09:37.346Z"
"5fb66b47-3d47-40d7-8725-4c185902b0a6","bd43a4fa-3644-4314-9b45-f3916ef717b5","visa","3","858874.86","A invoice of LYD 259.81 occurred at الرقيق - يافع using a card ending in ****9205 for account ***6819.","2025-05-24T20:16:43.343Z"
"f6454606-a223-49f2-b685-dd5deaed4204","31803b77-28a4-49cc-ac38-899b4e957076","amex","10","525813.16","A withdrawal of GTQ 628.76 occurred at العطار, العنابي and السقاط using a card ending in ****1772 for account ***7581.","2025-05-24T07:03:34.824Z"
"6ed2cdef-a51d-4861-bb48-2ae55324728d","4b5c0056-6987-4d50-a8a5-595b1ef74852","amex","12","752013.37","payment at لخشين - المنيف with a card ending in ****7854 for BWP 909.82 from account ***7209.","2025-05-24T16:21:55.610Z"
"05292aaf-598f-4f44-854c-9939796df565","50bdff2a-8964-4a13-9793-770fba158c01","mastercard","16","626880.28","Transaction alert: withdrawal at النجار - سويس using card ending ****7099 for an amount of LBP 854.96 on account ***7058.","2025-05-24T19:29:21.231Z"
"25d9c2f6-6710-4ca7-964d-dcdfcc061bab","eadd1eaf-c4e8-43c0-8ff0-c46125071d38","amex","12","499129.29","payment confirmed at الشريف, بن حسين and الحجيج for FJD 172.28, card ending in ****6659 associated with account ***4037.","2025-05-24T07:23:38.832Z"
"01233a06-6610-47ab-b16e-747eaf0df40a","b2c08f6c-eed4-4c93-89ea-7837cc82810e","mastercard","8","953060.46","You made a withdrawal of BRL 202.37 at سويس Inc using card ending in ****1495 from account ***4366.","2025-05-24T08:13:49.660Z"
"d7fc1522-c177-4997-9acd-3b8f4ac17f2f","9a14b87a-cf6e-4b12-a1a2-a2457e38b92a","mastercard","11","164145.4","invoice confirmed at عنون - الصغير for BGN 694.75, card ending in ****5754 associated with account ***9554.","2025-05-24T09:21:21.995Z"
"ab69a985-c3ee-4d50-a713-f9286a582334","f22b0ad8-cb9b-470f-8375-99069bcc779a","visa","19","265202.56","Your deposit of AZN 224.68 at الكراي - فقوسة was successful. Charged via card ****9503 to account ***7394.","2025-05-24T04:53:54.605Z"
"48ab8bb2-2abb-46ad-83e8-4b2cc6fa269d","03c29002-47e2-4e8a-96b7-fd1b14885ffc","mastercard","12","41770.28","Transaction alert: payment at بن عبد الكريم LLC using card ending ****0297 for an amount of ANG 456.82 on account ***6494.","2025-05-24T16:01:58.124Z"
"62a44df6-fb1e-4db7-8793-e381e614e06c","172c89e2-64c6-42b6-b209-a5968ff39abf","mastercard","2","56108.04","withdrawal at المنيف - بن حمودة with a card ending in ****9300 for ZAR 181.06 from account ***3034.","2025-05-24T05:04:01.527Z"
"a2a8ee42-7d43-4104-b9eb-183c7f04fd8d","d3f6eed5-a25f-4823-864f-556649af7828","visa","1","347592.36","A deposit for KHR 936.57 was made at بوديبة - الطويل via card ending ****3755 on account ***2426.","2025-05-24T09:25:03.336Z"
"b71f8ead-9155-4eee-8adf-29d822f886b9","4ff1a8aa-df96-42f9-b024-006229bdcd24","visa","6","567118.18","deposit processed at الشيباني Inc for BRL 307.32, using card ending ****3251. Account: ***8868.","2025-05-24T20:25:48.257Z"
"4b0c44bb-d567-4641-bb99-761cc1c8b0d4","e7155f64-b880-4ab4-a584-8de5f0d38688","amex","6","503979.53","A payment of ZAR 258.15 occurred at الرصاع and Sons using a card ending in ****3068 for account ***3008.","2025-05-24T03:53:14.846Z"
"96dcc7b9-e15f-40e8-9808-381760ddb13c","c3908014-9dd0-4da4-8016-28c0499b71e0","mastercard","1","512629.2","A withdrawal for AOA 746.76 was made at عاشور - البشيري via card ending ****3786 on account ***9710.","2025-05-24T08:36:54.148Z"
"10695241-28fd-4d55-8769-73fe1fef1c13","2b123736-8f0b-4c7f-8bac-af8947a5e17b","mastercard","7","30545.63","A payment for INR 323.34 was made at بن عثمان, الرقيق and عاشور via card ending ****1881 on account ***5328.","2025-05-24T09:19:01.648Z"
"28198785-e5a0-44c6-9eff-67893b610c30","6131c7c8-1945-4cf0-986e-75d272fce10f","visa","3","606996.08","invoice at الصغير Group with a card ending in ****7695 for GEL 571.81 from account ***1813.","2025-05-24T02:43:22.507Z"
"bc2bcad1-32d7-463e-a545-a15f2aa0b551","5610f0f1-d16c-45d8-981b-f75e4a406841","mastercard","18","879788.05","Your deposit of GNF 99.52 at النفير, بن عاشور and همدان was successful. Charged via card ****9761 to account ***6613.","2025-05-24T14:54:34.857Z"
"21dc5c71-fcd7-4961-8204-21d5a926283c","2284aaab-69cf-47be-96c0-11753475a522","mastercard","7","115188.68","invoice of SZL 378.23 at نيفر, الع لويني and النفير charged to account ending in 9104 using card ending in ****6404.","2025-05-24T18:57:22.025Z"
"02f297df-2fe2-43d5-a879-35f26175e7c7","eb3c76fb-1969-479d-b1aa-e94ac897d36f","mastercard","14","690178.06","Your deposit of XPF 452.20 at بن عمر and Sons was successful. Charged via card ****8637 to account ***8251.","2025-05-23T22:55:00.509Z"
"a42bba44-6608-4231-9edc-ed36abc66aae","8a7cdc09-5a47-4455-8433-98fe9e610d4e","amex","2","394830.09","withdrawal at العواني - الع لويني with a card ending in ****5596 for BGN 758.48 from account ***7818.","2025-05-24T16:20:19.301Z"
"17284309-dfa9-4306-9e5c-ff0de9a370f0","e2387369-f68e-4830-a021-aeb2f74ba214","mastercard","9","757693.92","Payment of BSD 901.40 for withdrawal at الرقيق LLC, processed with card ending ****8055 linked to account ***2161.","2025-05-24T13:12:29.871Z"
"221aabc7-20f3-4446-90c8-347b423e88c4","160b0a64-51aa-4d8d-aa58-5c88ab30d708","amex","15","820447.07","deposit at النابلي - جراد with a card ending in ****8952 for INR 907.26 from account ***9242.","2025-05-24T18:28:49.917Z"
"c23fcbff-d8cc-40a3-bb73-8b872093bd88","abab31b6-91fc-4ba8-9e4f-7277eee6fd30","amex","19","801527.86","A deposit of JPY 871.92 occurred at الخليفي LLC using a card ending in ****1823 for account ***0359.","2025-05-24T03:36:45.955Z"
"9f3389df-b904-4cb3-a73e-c83642f1794f","1f64fd83-6b25-4c31-901f-e649657af36f","mastercard","5","159080.94","withdrawal confirmed at القلال - بن عاشور for INR 890.02, card ending in ****3213 associated with account ***6325.","2025-05-23T23:34:58.028Z"
"8c747472-ad59-474f-9a5c-a178a51db393","77808c05-72af-47ab-9210-c66112f22ab2","mastercard","9","197180.74","A withdrawal for IRR 649.32 was made at الشتيوي LLC via card ending ****2426 on account ***8729.","2025-05-24T16:35:54.439Z"
"9e9107be-7768-4a9f-a9d6-1c459232a70e","63c7746c-fb24-4cfd-b071-401c42a7cd4e","mastercard","7","861905.93","invoice at غويلة and Sons with a card ending in ****5933 for VUV 414.26 from account ***5429.","2025-05-24T14:04:12.380Z"
"77443acb-fa97-448d-9d2f-deaf30dfe528","c4e80e6a-b2fc-414d-b2b3-0735fc6e71d3","mastercard","3","810797.08","A payment of ARS 150.87 occurred at السقاط - عنون using a card ending in ****5806 for account ***0520.","2025-05-24T02:53:05.430Z"
"f2ed5b16-1a06-4741-9190-823d3973d98f","69621d3b-13e7-4523-b32d-7df3328c46fa","visa","20","179023.8","payment of KMF 536.03 at نيفر - زروق charged to account ending in 6706 using card ending in ****3527.","2025-05-24T02:13:58.298Z"
"4aa1e834-437a-44e7-b774-65062580aff0","afdb251e-8a96-4810-b2a9-57a417ca388d","visa","9","616708.27","You made a invoice of BZD 470.20 at زروق, القلشاني and الرصاع using card ending in ****3197 from account ***8273.","2025-05-24T19:36:05.726Z"
"fdffc0f9-c0ad-4271-bfdf-2e44d3a48cb1","13abf496-cefb-489c-be15-69bad1f1b03e","mastercard","16","845049.95","A payment of XAF 796.30 occurred at سعيد, العطار and الحجيج using a card ending in ****5747 for account ***1606.","2025-05-24T02:12:46.555Z"
"b3e27648-5ab4-49b9-b848-107ebb14a14a","603f2404-0a16-463b-b14c-1a58ca4fdc90","amex","12","143718.83","withdrawal processed at بنسلامة, الطريقي and القلال for XPF 558.23, using card ending ****5659. Account: ***6336.","2025-05-24T08:32:51.151Z"
"d047ed9d-91da-4d1b-96f4-b232d3a257fc","553c15b5-0f2f-403b-bb51-f11950669a2e","mastercard","7","69024.65","deposit at عظومة Inc with a card ending in ****3557 for ERN 735.62 from account ***0547.","2025-05-24T15:14:15.633Z"
"ce5e0d49-adb3-42c7-8284-1cf780746705","ad1a1fa9-da17-493d-92e7-757159611fb1","visa","1","485697.51","Your withdrawal of LSL 645.38 at ادريس - بن عبدالله was successful. Charged via card ****9057 to account ***6715.","2025-05-24T04:59:15.070Z"
"ed99c705-b0ac-48bd-8a51-cba33824fb85","9a77ead3-3241-46d1-b2bf-5f2c06aa5279","visa","9","523808.2","A withdrawal of SOS 152.41 occurred at هذيل, القلشاني and الدرقاش using a card ending in ****7220 for account ***7686.","2025-05-24T00:12:16.818Z"
"926cf4b5-d77f-43a4-adbb-09761e5b1fca","1eff7152-3bef-432e-bb8e-d8b69bcd0b8e","visa","6","535473.32","A invoice of BOB 229.56 occurred at عطالله - سويس using a card ending in ****8858 for account ***2624.","2025-05-24T03:03:01.993Z"
"f0dbd505-1752-4cc0-9307-1be3c8e71b27","b8841e92-7320-40c6-82a2-fcf76326209c","visa","7","787703.2","invoice processed at شقرون and Sons for PLN 414.37, using card ending ****5237. Account: ***8233.","2025-05-24T09:11:22.644Z"
"391351e7-9db4-46c4-a5eb-cde3ee5ef898","0c86ef8a-5736-40fd-9e25-f3b01032ca2f","amex","20","691117.99","payment of SEK 343.63 at بن عاشور, الخليفي and المحجوب charged to account ending in 9386 using card ending in ****8776.","2025-05-24T15:45:52.027Z"
"1a0a206e-d7f0-4612-9c86-0206d77f29fa","3e04efca-c2c1-43b9-992a-017309cfb38d","mastercard","7","452018.08","withdrawal of BAM 844.58 at المدقي Inc charged to account ending in 6240 using card ending in ****1285.","2025-05-23T21:18:56.176Z"
"ef67806e-5cec-49ec-a889-cef2e1444cc0","083a11e1-5aeb-4fdd-b52f-1c9ae47180ac","amex","5","41429.06","invoice of AMD 57.18 at البشيري, النخلي and الع لويني charged to account ending in 3392 using card ending in ****2350.","2025-05-24T13:46:05.468Z"
"a316ee45-9b94-4f0a-9e31-b6a095723808","17b9ce08-cda4-453e-86c9-84638ba02c4a","amex","11","694458.5","invoice processed at سويس LLC for SLE 318.33, using card ending ****4785. Account: ***2343.","2025-05-24T02:34:07.369Z"
"e15b59b5-54ed-4be7-b6e4-517910cd0776","aa24bad1-d73d-4e27-99c0-006076f911c8","visa","5","862737.52","withdrawal processed at جابالله and Sons for AUD 389.92, using card ending ****3901. Account: ***6379.","2025-05-24T11:42:26.671Z"
"928dbd72-82c7-4c26-9bc0-fc211ece41d5","cc128a3e-3694-4f3c-921b-04bb2c221547","mastercard","7","848780.59","payment processed at الزوابي, بن عثمان and المحجوب for GBP 171.40, using card ending ****3896. Account: ***9067.","2025-05-24T05:25:37.190Z"
"dc5ea756-ec3a-4b72-85e2-7bc492a98f71","47f0a37d-1616-44fd-b016-3e9f1fb59a09","visa","2","588257.46","invoice processed at بوديبة - عاشور for MUR 922.12, using card ending ****4901. Account: ***4261.","2025-05-24T07:48:31.668Z"
"68aa95c9-c765-4baa-bbae-1b075b3a599c","1de318de-0445-45fd-92fa-41d39ab771a8","mastercard","15","778913.74","invoice confirmed at العواني and Sons for PKR 45.14, card ending in ****1925 associated with account ***7421.","2025-05-24T05:55:47.505Z"
"319ec48a-4232-4de3-8454-86aa3ecb8979","0ca86e6d-12d2-447b-a7fa-3a6e762c116c","mastercard","15","588116.39","Your deposit of MMK 379.95 at القلشاني, بن حسين and بن عبد السلام was successful. Charged via card ****5478 to account ***3760.","2025-05-24T02:10:57.237Z"
"aac7b90e-ba9d-4299-92c1-34b9a5aae38b","1d8e779c-1312-4a93-b5f6-4ce3784cff55","mastercard","9","890196.3","Transaction alert: payment at الصغير - المنيف using card ending ****8330 for an amount of BMD 951.95 on account ***9718.","2025-05-24T20:04:34.530Z"
"40f4e0d3-bf47-47f2-bd96-a31f3e79fe31","fca9e04c-b12d-41a6-b683-b3bf09a8cd44","visa","2","620050.67","You made a payment of ISK 636.40 at المولدي Group using card ending in ****0355 from account ***8881.","2025-05-24T08:59:19.777Z"
"e5ed663e-eddd-4020-b0a0-e13ac6fc6835","fc374fb7-82af-47c9-a30a-50f953cdf5a0","mastercard","19","999730.36","Payment of KPW 646.74 for deposit at بن عبدالله LLC, processed with card ending ****2637 linked to account ***3035.","2025-05-24T11:56:30.312Z"
"6e8b2fbb-a4b7-46a5-b4e8-dcd3ed97b22f","83807575-d349-4553-841e-7d456f7a4a7c","visa","14","881578.57","A withdrawal of SLE 795.77 occurred at الشيباني - الشريف using a card ending in ****6275 for account ***1216.","2025-05-24T19:29:32.983Z"
"8f0333be-96fc-48b3-8de3-845a7da39914","ee0945ad-c879-4adf-b721-f131642c475f","visa","19","777283.83","Transaction alert: payment at السقا, النفير and سعيد using card ending ****6106 for an amount of IDR 727.38 on account ***9488.","2025-05-24T19:21:41.333Z"
"72d0a9af-ad4f-4b0d-a511-ef58481653f6","f73038ed-1356-40cf-bdc1-8bfeb5677e06","visa","15","917225.85","payment of KWD 554.51 at الحمامي, جابالله and القلال charged to account ending in 9859 using card ending in ****0053.","2025-05-24T14:28:48.241Z"
"5966765e-f01f-4ba4-80c5-de7d3ecddeed","0f7f91fc-e71a-47da-8cce-6def29f12428","amex","17","307885.16","deposit transaction at الشتيوي - لخشين using card ending with ****3518 for OMR 544.75 in account ***9258.","2025-05-24T02:31:15.609Z"
"f3265a6c-a05c-498e-ad25-fbdf9bf20b04","0e5cebfd-9824-425b-b167-84367778f87a","mastercard","15","222336.32","Payment of GYD 994.19 for deposit at شنيق, فقوسة and بوديبة, processed with card ending ****8234 linked to account ***8265.","2025-05-24T04:59:53.666Z"
"0b7a0967-b982-49e4-8433-5ec4ae7faef5","e27a40c8-b158-4854-b78b-7e136e011711","amex","7","355188.09","Transaction alert: deposit at جاوحدو Group using card ending ****1075 for an amount of BRL 779.48 on account ***6580.","2025-05-24T05:29:30.267Z"
"bf87fe09-7a55-4b6f-8be3-9d2e97f65e8d","ee0d42e1-caf0-472d-a86c-e1dbf84321f0","amex","7","152539.38","deposit transaction at سويس - بوديبة using card ending with ****6992 for DKK 859.67 in account ***6572.","2025-05-24T09:52:22.236Z"
"847359af-a0b0-48b0-bb6b-69c2dfd36147","a34124ad-e776-47b1-a801-44a289712935","visa","20","291546.32","withdrawal processed at بن عثمان and Sons for LBP 349.20, using card ending ****3470. Account: ***8153.","2025-05-24T05:44:54.736Z"
